world,node,child,value_1
hard_two_big_rooms_0,N24007,N61813,0.5
hard_two_big_rooms_0,N24007,N88320,0.5
hard_two_big_rooms_0,N98387,N58151,0.3333
hard_two_big_rooms_0,N98387,N83476,0.3333
hard_two_big_rooms_0,N98387,N36020,0.3333
hard_two_big_rooms_0,N15950,N59699,0.3333
hard_two_big_rooms_0,N15950,N25410,0.3333
hard_two_big_rooms_0,N15950,N71505,0.3333
hard_two_big_rooms_0,N23151,N64674,0.3333
hard_two_big_rooms_0,N23151,N57809,0.3333
hard_two_big_rooms_0,N23151,N90379,0.3333
hard_two_big_rooms_0,N94507,N96263,0.5
hard_two_big_rooms_0,N94507,N24339,0.5
hard_two_big_rooms_0,N94468,N77459,0.5
hard_two_big_rooms_0,N94468,N91186,0.5
hard_two_big_rooms_0,N47836,N99241,0.5
hard_two_big_rooms_0,N47836,N92698,0.5
hard_two_big_rooms_0,N11179,N80859,0.5
hard_two_big_rooms_0,N11179,N95968,0.5
hard_two_big_rooms_0,N17530,N16915,0.5
hard_two_big_rooms_0,N17530,N41946,0.5
hard_two_big_rooms_0,N21358,N36901,0.3333
hard_two_big_rooms_0,N21358,N90692,0.3333
hard_two_big_rooms_0,N21358,N27681,0.3333
hard_two_big_rooms_0,N24229,N34588,0.3333
hard_two_big_rooms_0,N24229,N39258,0.3333
hard_two_big_rooms_0,N24229,N92444,0.3333
hard_two_big_rooms_0,N71849,N56780,0.3333
hard_two_big_rooms_0,N71849,N93745,0.3333
hard_two_big_rooms_0,N71849,N95056,0.3333
hard_two_big_rooms_0,N51527,N21837,0.5
hard_two_big_rooms_0,N51527,N76672,0.5
hard_two_big_rooms_0,N67124,N20433,0.3333
hard_two_big_rooms_0,N67124,N47793,0.3333
hard_two_big_rooms_0,N67124,N95776,0.3333
hard_two_big_rooms_0,N22455,N50981,0.3333
hard_two_big_rooms_0,N22455,N36145,0.3333
hard_two_big_rooms_0,N22455,N75145,0.3333
hard_two_big_rooms_0,N47416,N16120,0.3333
hard_two_big_rooms_0,N47416,N40708,0.3333
hard_two_big_rooms_0,N47416,N39542,0.3333
hard_two_big_rooms_0,N41190,N31382,0.5
hard_two_big_rooms_0,N41190,N63217,0.5
hard_two_big_rooms_0,N14682,N52316,0.3333
hard_two_big_rooms_0,N14682,N35440,0.3333
hard_two_big_rooms_0,N14682,N75620,0.3333
hard_two_big_rooms_0,N52670,N80746,0.3333
hard_two_big_rooms_0,N52670,N12197,0.3333
hard_two_big_rooms_0,N52670,N41181,0.3333
hard_two_big_rooms_0,N99935,N11635,0.5
hard_two_big_rooms_0,N99935,N93248,0.5
hard_two_big_rooms_0,N85523,N61745,0.3333
hard_two_big_rooms_0,N85523,N20012,0.3333
hard_two_big_rooms_0,N85523,N38153,0.3333
hard_two_big_rooms_0,N46466,N93175,0.3333
hard_two_big_rooms_0,N46466,N93970,0.3333
hard_two_big_rooms_0,N46466,N99922,0.3333
hard_two_big_rooms_0,N11957,N52987,0.5
hard_two_big_rooms_0,N11957,N87870,0.5
hard_two_big_rooms_0,N82907,N90527,0.3333
hard_two_big_rooms_0,N82907,N16921,0.3333
hard_two_big_rooms_0,N82907,N66556,0.3333
hard_two_big_rooms_0,N46758,N69941,0.3333
hard_two_big_rooms_0,N46758,N63423,0.3333
hard_two_big_rooms_0,N46758,N10625,0.3333
hard_two_big_rooms_0,N76984,N82107,0.3333
hard_two_big_rooms_0,N76984,N39366,0.3333
hard_two_big_rooms_0,N76984,N57243,0.3333
hard_two_big_rooms_0,N45719,N82375,0.3333
hard_two_big_rooms_0,N45719,N25786,0.3333
hard_two_big_rooms_0,N45719,N37722,0.3333
hard_two_big_rooms_0,N29390,N71221,0.5
hard_two_big_rooms_0,N29390,N81296,0.5
hard_two_big_rooms_0,N82377,N84492,0.3333
hard_two_big_rooms_0,N82377,N12938,0.3333
hard_two_big_rooms_0,N82377,N46320,0.3333
hard_two_big_rooms_0,N78291,N64537,0.3333
hard_two_big_rooms_0,N78291,N67800,0.3333
hard_two_big_rooms_0,N78291,N50885,0.3333
hard_two_big_rooms_0,N90794,N99215,0.5
hard_two_big_rooms_0,N90794,N61963,0.5
hard_two_big_rooms_0,N26232,N56618,0.3333
hard_two_big_rooms_0,N26232,N12264,0.3333
hard_two_big_rooms_0,N26232,N83892,0.3333
hard_two_big_rooms_0,N71310,N85021,0.3333
hard_two_big_rooms_0,N71310,N97988,0.3333
hard_two_big_rooms_0,N71310,N50432,0.3333
hard_two_big_rooms_0,N75891,N53582,0.3333
hard_two_big_rooms_0,N75891,N55990,0.3333
hard_two_big_rooms_0,N75891,N55414,0.3333
hard_two_big_rooms_0,N45646,N59915,0.3333
hard_two_big_rooms_0,N45646,N81527,0.3333
hard_two_big_rooms_0,N45646,N38929,0.3333
hard_two_big_rooms_0,N24560,N36970,0.3333
hard_two_big_rooms_0,N24560,N50657,0.3333
hard_two_big_rooms_0,N24560,N18693,0.3333
hard_two_big_rooms_0,N75040,N13216,0.5
hard_two_big_rooms_0,N75040,N75563,0.5
hard_two_big_rooms_0,N94908,N63765,0.5
hard_two_big_rooms_0,N94908,N26743,0.5
hard_two_big_rooms_0,N41264,N55712,0.5
hard_two_big_rooms_0,N41264,N35786,0.5
hard_two_big_rooms_0,N32747,N36073,0.5
hard_two_big_rooms_0,N32747,N11487,0.5
hard_two_big_rooms_0,N88320,N13721,0.5
hard_two_big_rooms_0,N88320,N16176,0.5
hard_two_big_rooms_0,N58151,N25650,0.3333
hard_two_big_rooms_0,N58151,N47762,0.3333
hard_two_big_rooms_0,N58151,N46789,0.3333
hard_two_big_rooms_0,N83476,N83939,0.5
hard_two_big_rooms_0,N83476,N70770,0.5
hard_two_big_rooms_0,N36020,N31435,0.5
hard_two_big_rooms_0,N36020,N61761,0.5
hard_two_big_rooms_0,N59699,N29713,0.3333
hard_two_big_rooms_0,N59699,N96894,0.3333
hard_two_big_rooms_0,N59699,N85738,0.3333
hard_two_big_rooms_0,N25410,N27922,0.3333
hard_two_big_rooms_0,N25410,N84096,0.3333
hard_two_big_rooms_0,N25410,N84121,0.3333
hard_two_big_rooms_0,N71505,N87124,0.5
hard_two_big_rooms_0,N71505,N75853,0.5
hard_two_big_rooms_0,N64674,N77710,0.5
hard_two_big_rooms_0,N64674,N79217,0.5
hard_two_big_rooms_0,N57809,N57032,0.5
hard_two_big_rooms_0,N57809,N23038,0.5
hard_two_big_rooms_0,N90379,N82652,0.3333
hard_two_big_rooms_0,N90379,N32529,0.3333
hard_two_big_rooms_0,N90379,N25641,0.3333
hard_two_big_rooms_0,N96263,N66462,0.5
hard_two_big_rooms_0,N96263,N91798,0.5
hard_two_big_rooms_0,N24339,N89595,0.5
hard_two_big_rooms_0,N24339,N60153,0.5
hard_two_big_rooms_0,N91186,N40071,0.5
hard_two_big_rooms_0,N91186,N74619,0.5
hard_two_big_rooms_0,N99241,N39363,0.5
hard_two_big_rooms_0,N99241,N17265,0.5
hard_two_big_rooms_0,N92698,N22362,0.5
hard_two_big_rooms_0,N92698,N83910,0.5
hard_two_big_rooms_0,N95968,N34909,0.5
hard_two_big_rooms_0,N95968,N84750,0.5
hard_two_big_rooms_0,N41946,N22311,0.5
hard_two_big_rooms_0,N41946,N94066,0.5
hard_two_big_rooms_0,N36901,N47959,0.3333
hard_two_big_rooms_0,N36901,N10294,0.3333
hard_two_big_rooms_0,N36901,N54927,0.3333
hard_two_big_rooms_0,N90692,N86171,0.5
hard_two_big_rooms_0,N90692,N74412,0.5
hard_two_big_rooms_0,N27681,N45116,0.5
hard_two_big_rooms_0,N27681,N34547,0.5
hard_two_big_rooms_0,N34588,N49049,0.3333
hard_two_big_rooms_0,N34588,N52124,0.3333
hard_two_big_rooms_0,N34588,N14445,0.3333
hard_two_big_rooms_0,N39258,N41102,0.3333
hard_two_big_rooms_0,N39258,N91045,0.3333
hard_two_big_rooms_0,N39258,N61371,0.3333
hard_two_big_rooms_0,N92444,N85813,0.5
hard_two_big_rooms_0,N92444,N57142,0.5
hard_two_big_rooms_0,N56780,N25148,0.5
hard_two_big_rooms_0,N56780,N34745,0.5
hard_two_big_rooms_0,N93745,N28090,0.5
hard_two_big_rooms_0,N93745,N64921,0.5
hard_two_big_rooms_0,N95056,N83455,0.3333
hard_two_big_rooms_0,N95056,N12970,0.3333
hard_two_big_rooms_0,N95056,N80273,0.3333
hard_two_big_rooms_0,N21837,N50946,0.5
hard_two_big_rooms_0,N21837,N57643,0.5
hard_two_big_rooms_0,N76672,N58007,0.5
hard_two_big_rooms_0,N76672,N77556,0.5
hard_two_big_rooms_0,N20433,N69963,0.3333
hard_two_big_rooms_0,N20433,N83299,0.3333
hard_two_big_rooms_0,N20433,N53091,0.3333
hard_two_big_rooms_0,N47793,N98435,0.3333
hard_two_big_rooms_0,N47793,N60868,0.3333
hard_two_big_rooms_0,N47793,N82084,0.3333
hard_two_big_rooms_0,N95776,N53385,0.3333
hard_two_big_rooms_0,N95776,N71636,0.3333
hard_two_big_rooms_0,N95776,N93472,0.3333
hard_two_big_rooms_0,N50981,N92817,0.5
hard_two_big_rooms_0,N50981,N81191,0.5
hard_two_big_rooms_0,N36145,N50118,0.3333
hard_two_big_rooms_0,N36145,N29527,0.3333
hard_two_big_rooms_0,N36145,N78769,0.3333
hard_two_big_rooms_0,N75145,N24806,0.3333
hard_two_big_rooms_0,N75145,N78616,0.3333
hard_two_big_rooms_0,N75145,N86501,0.3333
hard_two_big_rooms_0,N16120,N39916,0.5
hard_two_big_rooms_0,N16120,N65065,0.5
hard_two_big_rooms_0,N40708,N67131,0.3333
hard_two_big_rooms_0,N40708,N87404,0.3333
hard_two_big_rooms_0,N40708,N19350,0.3333
hard_two_big_rooms_0,N39542,N14096,0.3333
hard_two_big_rooms_0,N39542,N89927,0.3333
hard_two_big_rooms_0,N39542,N11827,0.3333
hard_two_big_rooms_0,N31382,N69318,0.5
hard_two_big_rooms_0,N31382,N95382,0.5
hard_two_big_rooms_0,N63217,N36239,0.5
hard_two_big_rooms_0,N63217,N98155,0.5
hard_two_big_rooms_0,N52316,N81183,0.5
hard_two_big_rooms_0,N52316,N38660,0.5
hard_two_big_rooms_0,N35440,N91011,0.5
hard_two_big_rooms_0,N35440,N93212,0.5
hard_two_big_rooms_0,N75620,N39507,0.3333
hard_two_big_rooms_0,N75620,N85480,0.3333
hard_two_big_rooms_0,N75620,N17383,0.3333
hard_two_big_rooms_0,N80746,N99778,0.3333
hard_two_big_rooms_0,N80746,N50903,0.3333
hard_two_big_rooms_0,N80746,N47709,0.3333
hard_two_big_rooms_0,N12197,N78691,0.3333
hard_two_big_rooms_0,N12197,N63514,0.3333
hard_two_big_rooms_0,N12197,N22341,0.3333
hard_two_big_rooms_0,N41181,N92066,0.5
hard_two_big_rooms_0,N41181,N16760,0.5
hard_two_big_rooms_0,N11635,N53014,0.5
hard_two_big_rooms_0,N11635,N10916,0.5
hard_two_big_rooms_0,N93248,N39337,0.5
hard_two_big_rooms_0,N93248,N10509,0.5
hard_two_big_rooms_0,N61745,N35007,0.5
hard_two_big_rooms_0,N61745,N78782,0.5
hard_two_big_rooms_0,N20012,N24525,0.5
hard_two_big_rooms_0,N20012,N43916,0.5
hard_two_big_rooms_0,N38153,N68217,0.3333
hard_two_big_rooms_0,N38153,N72081,0.3333
hard_two_big_rooms_0,N38153,N38285,0.3333
hard_two_big_rooms_0,N93175,N42267,0.3333
hard_two_big_rooms_0,N93175,N38012,0.3333
hard_two_big_rooms_0,N93175,N94362,0.3333
hard_two_big_rooms_0,N93970,N78214,0.3333
hard_two_big_rooms_0,N93970,N53162,0.3333
hard_two_big_rooms_0,N93970,N63114,0.3333
hard_two_big_rooms_0,N99922,N74696,0.5
hard_two_big_rooms_0,N99922,N75868,0.5
hard_two_big_rooms_0,N87870,N46950,0.3333
hard_two_big_rooms_0,N87870,N94634,0.3333
hard_two_big_rooms_0,N87870,N90128,0.3333
hard_two_big_rooms_0,N90527,N72826,0.3333
hard_two_big_rooms_0,N90527,N20601,0.3333
hard_two_big_rooms_0,N90527,N73914,0.3333
hard_two_big_rooms_0,N16921,N30612,0.3333
hard_two_big_rooms_0,N16921,N79634,0.3333
hard_two_big_rooms_0,N16921,N69971,0.3333
hard_two_big_rooms_0,N66556,N12752,0.3333
hard_two_big_rooms_0,N66556,N47648,0.3333
hard_two_big_rooms_0,N66556,N37090,0.3333
hard_two_big_rooms_0,N69941,N94903,0.5
hard_two_big_rooms_0,N69941,N43688,0.5
hard_two_big_rooms_0,N63423,N97531,0.3333
hard_two_big_rooms_0,N63423,N41577,0.3333
hard_two_big_rooms_0,N63423,N47779,0.3333
hard_two_big_rooms_0,N10625,N21742,0.3333
hard_two_big_rooms_0,N10625,N64348,0.3333
hard_two_big_rooms_0,N10625,N63802,0.3333
hard_two_big_rooms_0,N82107,N14591,0.5
hard_two_big_rooms_0,N82107,N48947,0.5
hard_two_big_rooms_0,N39366,N19568,0.3333
hard_two_big_rooms_0,N39366,N19893,0.3333
hard_two_big_rooms_0,N39366,N65396,0.3333
hard_two_big_rooms_0,N57243,N39852,0.3333
hard_two_big_rooms_0,N57243,N60240,0.3333
hard_two_big_rooms_0,N57243,N46676,0.3333
hard_two_big_rooms_0,N82375,N45270,0.3333
hard_two_big_rooms_0,N82375,N41772,0.3333
hard_two_big_rooms_0,N82375,N48832,0.3333
hard_two_big_rooms_0,N25786,N76371,0.3333
hard_two_big_rooms_0,N25786,N84272,0.3333
hard_two_big_rooms_0,N25786,N71282,0.3333
hard_two_big_rooms_0,N37722,N72963,0.3333
hard_two_big_rooms_0,N37722,N59064,0.3333
hard_two_big_rooms_0,N37722,N64072,0.3333
hard_two_big_rooms_0,N71221,N13328,0.5
hard_two_big_rooms_0,N71221,N38762,0.5
hard_two_big_rooms_0,N81296,N10720,0.5
hard_two_big_rooms_0,N81296,N79500,0.5
hard_two_big_rooms_0,N84492,N30878,0.5
hard_two_big_rooms_0,N84492,N45649,0.5
hard_two_big_rooms_0,N12938,N79646,0.5
hard_two_big_rooms_0,N12938,N81759,0.5
hard_two_big_rooms_0,N46320,N22544,0.3333
hard_two_big_rooms_0,N46320,N82366,0.3333
hard_two_big_rooms_0,N46320,N11942,0.3333
hard_two_big_rooms_0,N64537,N77408,0.3333
hard_two_big_rooms_0,N64537,N66190,0.3333
hard_two_big_rooms_0,N64537,N35655,0.3333
hard_two_big_rooms_0,N67800,N67085,0.3333
hard_two_big_rooms_0,N67800,N44364,0.3333
hard_two_big_rooms_0,N67800,N96858,0.3333
hard_two_big_rooms_0,N50885,N82217,0.5
hard_two_big_rooms_0,N50885,N42882,0.5
hard_two_big_rooms_0,N99215,N47710,0.5
hard_two_big_rooms_0,N99215,N26072,0.5
hard_two_big_rooms_0,N61963,N23636,0.5
hard_two_big_rooms_0,N61963,N49530,0.5
hard_two_big_rooms_0,N56618,N16870,0.5
hard_two_big_rooms_0,N56618,N63394,0.5
hard_two_big_rooms_0,N12264,N20904,0.5
hard_two_big_rooms_0,N12264,N38665,0.5
hard_two_big_rooms_0,N83892,N57559,0.3333
hard_two_big_rooms_0,N83892,N99091,0.3333
hard_two_big_rooms_0,N83892,N65551,0.3333
hard_two_big_rooms_0,N85021,N34917,0.3333
hard_two_big_rooms_0,N85021,N71241,0.3333
hard_two_big_rooms_0,N85021,N46750,0.3333
hard_two_big_rooms_0,N97988,N54078,0.3333
hard_two_big_rooms_0,N97988,N78250,0.3333
hard_two_big_rooms_0,N97988,N10498,0.3333
hard_two_big_rooms_0,N50432,N20311,0.5
hard_two_big_rooms_0,N50432,N32874,0.5
hard_two_big_rooms_0,N53582,N14816,0.3333
hard_two_big_rooms_0,N53582,N16576,0.3333
hard_two_big_rooms_0,N53582,N47621,0.3333
hard_two_big_rooms_0,N55990,N11646,0.3333
hard_two_big_rooms_0,N55990,N71868,0.3333
hard_two_big_rooms_0,N55990,N40543,0.3333
hard_two_big_rooms_0,N55414,N50226,0.3333
hard_two_big_rooms_0,N55414,N67148,0.3333
hard_two_big_rooms_0,N55414,N35788,0.3333
hard_two_big_rooms_0,N59915,N25215,0.5
hard_two_big_rooms_0,N59915,N49269,0.5
hard_two_big_rooms_0,N81527,N74064,0.3333
hard_two_big_rooms_0,N81527,N18551,0.3333
hard_two_big_rooms_0,N81527,N63841,0.3333
hard_two_big_rooms_0,N38929,N24111,0.3333
hard_two_big_rooms_0,N38929,N26727,0.3333
hard_two_big_rooms_0,N38929,N16089,0.3333
hard_two_big_rooms_0,N36970,N80519,0.5
hard_two_big_rooms_0,N36970,N77023,0.5
hard_two_big_rooms_0,N50657,N32281,0.3333
hard_two_big_rooms_0,N50657,N12519,0.3333
hard_two_big_rooms_0,N50657,N44299,0.3333
hard_two_big_rooms_0,N18693,N90149,0.3333
hard_two_big_rooms_0,N18693,N62859,0.3333
hard_two_big_rooms_0,N18693,N90501,0.3333
hard_two_big_rooms_0,N13216,N63651,0.5
hard_two_big_rooms_0,N13216,N88123,0.5
hard_two_big_rooms_0,N63765,N12849,0.5
hard_two_big_rooms_0,N63765,N79698,0.5
hard_two_big_rooms_0,N26743,N99440,0.5
hard_two_big_rooms_0,N26743,N69084,0.5
hard_two_big_rooms_0,N35786,N50177,0.5
hard_two_big_rooms_0,N35786,N93250,0.5
hard_two_big_rooms_0,N36073,N12609,0.5
hard_two_big_rooms_0,N36073,N58004,0.5
hard_two_big_rooms_0,N13721,N95940,0.5
hard_two_big_rooms_0,N13721,N46370,0.5
hard_two_big_rooms_0,N25650,N84967,0.3333
hard_two_big_rooms_0,N25650,N19009,0.3333
hard_two_big_rooms_0,N25650,N21129,0.3333
hard_two_big_rooms_0,N47762,N94883,0.5
hard_two_big_rooms_0,N47762,N35785,0.5
hard_two_big_rooms_0,N46789,N46721,0.5
hard_two_big_rooms_0,N46789,N94158,0.5
hard_two_big_rooms_0,N70770,N73989,0.5
hard_two_big_rooms_0,N70770,N94525,0.5
hard_two_big_rooms_0,N61761,N13713,0.5
hard_two_big_rooms_0,N61761,N87378,0.5
hard_two_big_rooms_0,N29713,N89782,0.3333
hard_two_big_rooms_0,N29713,N56094,0.3333
hard_two_big_rooms_0,N29713,N26974,0.3333
hard_two_big_rooms_0,N96894,N51801,0.3333
hard_two_big_rooms_0,N96894,N45887,0.3333
hard_two_big_rooms_0,N96894,N92903,0.3333
hard_two_big_rooms_0,N85738,N78132,0.5
hard_two_big_rooms_0,N85738,N83883,0.5
hard_two_big_rooms_0,N27922,N29939,0.5
hard_two_big_rooms_0,N27922,N17649,0.5
hard_two_big_rooms_0,N84096,N44082,0.5
hard_two_big_rooms_0,N84096,N74583,0.5
hard_two_big_rooms_0,N84121,N41273,0.3333
hard_two_big_rooms_0,N84121,N76033,0.3333
hard_two_big_rooms_0,N84121,N43557,0.3333
hard_two_big_rooms_0,N87124,N98355,0.5
hard_two_big_rooms_0,N87124,N42888,0.5
hard_two_big_rooms_0,N75853,N83204,0.5
hard_two_big_rooms_0,N75853,N26623,0.5
hard_two_big_rooms_0,N79217,N99685,0.5
hard_two_big_rooms_0,N79217,N69448,0.5
hard_two_big_rooms_0,N23038,N82495,0.5
hard_two_big_rooms_0,N23038,N34592,0.5
hard_two_big_rooms_0,N82652,N17489,0.3333
hard_two_big_rooms_0,N82652,N77495,0.3333
hard_two_big_rooms_0,N82652,N83916,0.3333
hard_two_big_rooms_0,N32529,N17290,0.5
hard_two_big_rooms_0,N32529,N33974,0.5
hard_two_big_rooms_0,N25641,N66217,0.5
hard_two_big_rooms_0,N25641,N95093,0.5
hard_two_big_rooms_0,N91798,N21677,0.5
hard_two_big_rooms_0,N91798,N46051,0.5
hard_two_big_rooms_0,N89595,N33786,0.5
hard_two_big_rooms_0,N89595,N68729,0.5
hard_two_big_rooms_0,N60153,N18776,0.5
hard_two_big_rooms_0,N60153,N30957,0.5
hard_two_big_rooms_0,N40071,N71053,0.5
hard_two_big_rooms_0,N40071,N20187,0.5
hard_two_big_rooms_0,N39363,N53495,0.5
hard_two_big_rooms_0,N39363,N49732,0.5
hard_two_big_rooms_0,N17265,N91093,0.5
hard_two_big_rooms_0,N17265,N26842,0.5
hard_two_big_rooms_0,N83910,N94657,0.5
hard_two_big_rooms_0,N83910,N66034,0.5
hard_two_big_rooms_0,N34909,N80034,0.5
hard_two_big_rooms_0,N34909,N36916,0.5
hard_two_big_rooms_0,N22311,N53917,0.5
hard_two_big_rooms_0,N22311,N52160,0.5
hard_two_big_rooms_0,N47959,N10911,0.3333
hard_two_big_rooms_0,N47959,N80620,0.3333
hard_two_big_rooms_0,N47959,N77247,0.3333
hard_two_big_rooms_0,N10294,N46309,0.5
hard_two_big_rooms_0,N10294,N91980,0.5
hard_two_big_rooms_0,N54927,N16101,0.5
hard_two_big_rooms_0,N54927,N83391,0.5
hard_two_big_rooms_0,N74412,N28622,0.5
hard_two_big_rooms_0,N74412,N28696,0.5
hard_two_big_rooms_0,N34547,N48477,0.5
hard_two_big_rooms_0,N34547,N81606,0.5
hard_two_big_rooms_0,N49049,N35896,0.3333
hard_two_big_rooms_0,N49049,N54866,0.3333
hard_two_big_rooms_0,N49049,N56718,0.3333
hard_two_big_rooms_0,N52124,N52496,0.3333
hard_two_big_rooms_0,N52124,N67201,0.3333
hard_two_big_rooms_0,N52124,N70807,0.3333
hard_two_big_rooms_0,N14445,N55844,0.5
hard_two_big_rooms_0,N14445,N66603,0.5
hard_two_big_rooms_0,N41102,N88842,0.5
hard_two_big_rooms_0,N41102,N88837,0.5
hard_two_big_rooms_0,N91045,N65016,0.5
hard_two_big_rooms_0,N91045,N35455,0.5
hard_two_big_rooms_0,N61371,N83483,0.3333
hard_two_big_rooms_0,N61371,N26192,0.3333
hard_two_big_rooms_0,N61371,N32528,0.3333
hard_two_big_rooms_0,N85813,N88593,0.5
hard_two_big_rooms_0,N85813,N37513,0.5
hard_two_big_rooms_0,N57142,N99626,0.5
hard_two_big_rooms_0,N57142,N33556,0.5
hard_two_big_rooms_0,N34745,N15016,0.5
hard_two_big_rooms_0,N34745,N71252,0.5
hard_two_big_rooms_0,N64921,N38147,0.5
hard_two_big_rooms_0,N64921,N95813,0.5
hard_two_big_rooms_0,N83455,N63466,0.3333
hard_two_big_rooms_0,N83455,N55626,0.3333
hard_two_big_rooms_0,N83455,N56579,0.3333
hard_two_big_rooms_0,N12970,N33980,0.5
hard_two_big_rooms_0,N12970,N52434,0.5
hard_two_big_rooms_0,N80273,N49488,0.5
hard_two_big_rooms_0,N80273,N17011,0.5
hard_two_big_rooms_0,N57643,N78485,0.5
hard_two_big_rooms_0,N57643,N19529,0.5
hard_two_big_rooms_0,N58007,N21123,0.5
hard_two_big_rooms_0,N58007,N74605,0.5
hard_two_big_rooms_0,N77556,N68545,0.5
hard_two_big_rooms_0,N77556,N25038,0.5
hard_two_big_rooms_0,N69963,N71009,0.5
hard_two_big_rooms_0,N69963,N68968,0.5
hard_two_big_rooms_0,N83299,N81508,0.3333
hard_two_big_rooms_0,N83299,N57745,0.3333
hard_two_big_rooms_0,N83299,N92485,0.3333
hard_two_big_rooms_0,N53091,N18274,0.3333
hard_two_big_rooms_0,N53091,N95361,0.3333
hard_two_big_rooms_0,N53091,N12925,0.3333
hard_two_big_rooms_0,N98435,N32658,0.5
hard_two_big_rooms_0,N98435,N83117,0.5
hard_two_big_rooms_0,N60868,N65393,0.3333
hard_two_big_rooms_0,N60868,N40951,0.3333
hard_two_big_rooms_0,N60868,N67523,0.3333
hard_two_big_rooms_0,N82084,N89902,0.3333
hard_two_big_rooms_0,N82084,N25818,0.3333
hard_two_big_rooms_0,N82084,N14667,0.3333
hard_two_big_rooms_0,N53385,N81409,0.5
hard_two_big_rooms_0,N53385,N64104,0.5
hard_two_big_rooms_0,N71636,N34979,0.3333
hard_two_big_rooms_0,N71636,N87587,0.3333
hard_two_big_rooms_0,N71636,N46495,0.3333
hard_two_big_rooms_0,N93472,N65733,0.3333
hard_two_big_rooms_0,N93472,N88486,0.3333
hard_two_big_rooms_0,N93472,N87661,0.3333
hard_two_big_rooms_0,N92817,N64250,0.5
hard_two_big_rooms_0,N92817,N24495,0.5
hard_two_big_rooms_0,N81191,N53749,0.5
hard_two_big_rooms_0,N81191,N67017,0.5
hard_two_big_rooms_0,N50118,N40219,0.5
hard_two_big_rooms_0,N50118,N96322,0.5
hard_two_big_rooms_0,N29527,N51214,0.5
hard_two_big_rooms_0,N29527,N59834,0.5
hard_two_big_rooms_0,N78769,N25327,0.3333
hard_two_big_rooms_0,N78769,N57919,0.3333
hard_two_big_rooms_0,N78769,N23291,0.3333
hard_two_big_rooms_0,N24806,N33357,0.3333
hard_two_big_rooms_0,N24806,N28663,0.3333
hard_two_big_rooms_0,N24806,N56577,0.3333
hard_two_big_rooms_0,N78616,N92516,0.3333
hard_two_big_rooms_0,N78616,N65093,0.3333
hard_two_big_rooms_0,N78616,N82724,0.3333
hard_two_big_rooms_0,N86501,N49823,0.5
hard_two_big_rooms_0,N86501,N93121,0.5
hard_two_big_rooms_0,N39916,N75557,0.5
hard_two_big_rooms_0,N39916,N78355,0.5
hard_two_big_rooms_0,N65065,N37880,0.5
hard_two_big_rooms_0,N65065,N84624,0.5
hard_two_big_rooms_0,N67131,N32991,0.5
hard_two_big_rooms_0,N67131,N16770,0.5
hard_two_big_rooms_0,N87404,N27755,0.5
hard_two_big_rooms_0,N87404,N98085,0.5
hard_two_big_rooms_0,N19350,N95357,0.3333
hard_two_big_rooms_0,N19350,N63151,0.3333
hard_two_big_rooms_0,N19350,N98330,0.3333
hard_two_big_rooms_0,N14096,N52477,0.3333
hard_two_big_rooms_0,N14096,N16660,0.3333
hard_two_big_rooms_0,N14096,N33581,0.3333
hard_two_big_rooms_0,N89927,N96765,0.3333
hard_two_big_rooms_0,N89927,N13580,0.3333
hard_two_big_rooms_0,N89927,N24159,0.3333
hard_two_big_rooms_0,N11827,N80435,0.5
hard_two_big_rooms_0,N11827,N26545,0.5
hard_two_big_rooms_0,N95382,N98657,0.5
hard_two_big_rooms_0,N95382,N71304,0.5
hard_two_big_rooms_0,N36239,N68229,0.5
hard_two_big_rooms_0,N36239,N94560,0.5
hard_two_big_rooms_0,N98155,N40876,0.5
hard_two_big_rooms_0,N98155,N66996,0.5
hard_two_big_rooms_0,N38660,N30531,0.5
hard_two_big_rooms_0,N38660,N38797,0.5
hard_two_big_rooms_0,N93212,N78624,0.5
hard_two_big_rooms_0,N93212,N42045,0.5
hard_two_big_rooms_0,N39507,N93792,0.3333
hard_two_big_rooms_0,N39507,N53578,0.3333
hard_two_big_rooms_0,N39507,N73604,0.3333
hard_two_big_rooms_0,N85480,N39999,0.5
hard_two_big_rooms_0,N85480,N47786,0.5
hard_two_big_rooms_0,N17383,N80208,0.5
hard_two_big_rooms_0,N17383,N74772,0.5
hard_two_big_rooms_0,N99778,N82114,0.3333
hard_two_big_rooms_0,N99778,N63533,0.3333
hard_two_big_rooms_0,N99778,N76253,0.3333
hard_two_big_rooms_0,N50903,N75792,0.3333
hard_two_big_rooms_0,N50903,N19969,0.3333
hard_two_big_rooms_0,N50903,N36738,0.3333
hard_two_big_rooms_0,N47709,N26740,0.5
hard_two_big_rooms_0,N47709,N95303,0.5
hard_two_big_rooms_0,N78691,N91205,0.5
hard_two_big_rooms_0,N78691,N55677,0.5
hard_two_big_rooms_0,N63514,N43218,0.5
hard_two_big_rooms_0,N63514,N38270,0.5
hard_two_big_rooms_0,N22341,N74357,0.3333
hard_two_big_rooms_0,N22341,N72214,0.3333
hard_two_big_rooms_0,N22341,N58550,0.3333
hard_two_big_rooms_0,N92066,N32583,0.5
hard_two_big_rooms_0,N92066,N77144,0.5
hard_two_big_rooms_0,N16760,N44599,0.5
hard_two_big_rooms_0,N16760,N56308,0.5
hard_two_big_rooms_0,N10916,N37281,0.5
