world,node,child,value_0.2_0,value_0.2_0.1,value_0.2_0.2,value_0.2_0.3,value_0.2_0.4,value_0.2_0.5,value_0.2_0.6,value_0.2_0.7,value_0.2_0.8,value_0.2_0.9,value_0.2_1,value_0.28_0,value_0.28_0.1,value_0.28_0.2,value_0.28_0.3,value_0.28_0.4,value_0.28_0.5,value_0.28_0.6,value_0.28_0.7,value_0.28_0.8,value_0.28_0.9,value_0.28_1,value_0.391_0,value_0.391_0.1,value_0.391_0.2,value_0.391_0.3,value_0.391_0.4,value_0.391_0.5,value_0.391_0.6,value_0.391_0.7,value_0.391_0.8,value_0.391_0.9,value_0.391_1,value_0.547_0,value_0.547_0.1,value_0.547_0.2,value_0.547_0.3,value_0.547_0.4,value_0.547_0.5,value_0.547_0.6,value_0.547_0.7,value_0.547_0.8,value_0.547_0.9,value_0.547_1,value_0.765_0,value_0.765_0.1,value_0.765_0.2,value_0.765_0.3,value_0.765_0.4,value_0.765_0.5,value_0.765_0.6,value_0.765_0.7,value_0.765_0.8,value_0.765_0.9,value_0.765_1,value_1.07_0,value_1.07_0.1,value_1.07_0.2,value_1.07_0.3,value_1.07_0.4,value_1.07_0.5,value_1.07_0.6,value_1.07_0.7,value_1.07_0.8,value_1.07_0.9,value_1.07_1,value_1.496_0,value_1.496_0.1,value_1.496_0.2,value_1.496_0.3,value_1.496_0.4,value_1.496_0.5,value_1.496_0.6,value_1.496_0.7,value_1.496_0.8,value_1.496_0.9,value_1.496_1,value_2.092_0,value_2.092_0.1,value_2.092_0.2,value_2.092_0.3,value_2.092_0.4,value_2.092_0.5,value_2.092_0.6,value_2.092_0.7,value_2.092_0.8,value_2.092_0.9,value_2.092_1,value_2.925_0,value_2.925_0.1,value_2.925_0.2,value_2.925_0.3,value_2.925_0.4,value_2.925_0.5,value_2.925_0.6,value_2.925_0.7,value_2.925_0.8,value_2.925_0.9,value_2.925_1,value_4.091_0,value_4.091_0.1,value_4.091_0.2,value_4.091_0.3,value_4.091_0.4,value_4.091_0.5,value_4.091_0.6,value_4.091_0.7,value_4.091_0.8,value_4.091_0.9,value_4.091_1,value_5.721_0,value_5.721_0.1,value_5.721_0.2,value_5.721_0.3,value_5.721_0.4,value_5.721_0.5,value_5.721_0.6,value_5.721_0.7,value_5.721_0.8,value_5.721_0.9,value_5.721_1,value_8_0,value_8_0.1,value_8_0.2,value_8_0.3,value_8_0.4,value_8_0.5,value_8_0.6,value_8_0.7,value_8_0.8,value_8_0.9,value_8_1
3ways_2_mirror,N38759,N82844,0.0067,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0067,0.0016,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0719,0.0271,0.0099,0.0036,0.0013,0.0005,0.0002,0.0001,0.0,0.0,0.0,0.1385,0.0718,0.0359,0.0176,0.0086,0.0041,0.002,0.001,0.0005,0.0002,0.0001,0.213,0.1382,0.0868,0.0534,0.0323,0.0194,0.0116,0.0069,0.0041,0.0024,0.0014,0.282,0.2128,0.1568,0.1134,0.0809,0.0571,0.04,0.0279,0.0194,0.0134,0.0093,0.3388,0.2817,0.2309,0.1869,0.1496,0.1186,0.0934,0.0731,0.0569,0.0442,0.0341,0.3827,0.3387,0.2973,0.2589,0.2239,0.1925,0.1645,0.1399,0.1184,0.0999,0.0839,0.4154,0.3826,0.3508,0.3204,0.2913,0.2639,0.2382,0.2143,0.1922,0.1718,0.1532,0.4392,0.4153,0.3917,0.3687,0.3463,0.3245,0.3034,0.2832,0.2637,0.2452,0.2276,0.4564,0.4391,0.422,0.405,0.3883,0.3718,0.3556,0.3398,0.3243,0.3092,0.2944,0.4688,0.4564,0.444,0.4317,0.4195,0.4073,0.3953,0.3834,0.3717,0.3601,0.3486
Equal_10vs2_mirror,N74542,N84331,0.0,0.0,0.0,0.0,0.0067,0.9241,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001,0.0273,0.8564,0.9992,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0017,0.0719,0.7822,0.994,0.9999,1.0,1.0,1.0,0.0,0.0,0.0007,0.0102,0.1385,0.7138,0.9748,0.9983,0.9999,1.0,1.0,0.0001,0.0008,0.0053,0.0367,0.213,0.6578,0.9318,0.9898,0.9986,0.9998,1.0,0.0014,0.0058,0.0232,0.0881,0.282,0.6147,0.8664,0.9634,0.9907,0.9977,0.9994,0.0092,0.0247,0.0645,0.1583,0.3388,0.5828,0.792,0.9121,0.9659,0.9872,0.9953,0.034,0.0673,0.1288,0.2324,0.3827,0.5595,0.7223,0.842,0.9161,0.9572,0.9786,0.0837,0.1323,0.203,0.2984,0.4154,0.5426,0.6646,0.7679,0.8468,0.9022,0.9391,0.153,0.2068,0.2733,0.3518,0.4392,0.5305,0.6198,0.7017,0.7724,0.8305,0.876,0.2273,0.2766,0.332,0.3925,0.4564,0.5218,0.5865,0.6483,0.7056,0.757,0.8019,0.2942,0.3346,0.3775,0.4225,0.4688,0.5156,0.5622,0.6077,0.6514,0.6926,0.7311
Equal_10vs2_mirror,N74542,N25495,1.0,1.0,1.0,1.0,0.9933,0.0759,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999,0.9727,0.1436,0.0008,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9983,0.9281,0.2178,0.006,0.0001,0.0,0.0,0.0,1.0,1.0,0.9993,0.9898,0.8615,0.2862,0.0252,0.0017,0.0001,0.0,0.0,0.9999,0.9992,0.9947,0.9633,0.787,0.3422,0.0682,0.0102,0.0014,0.0002,0.0,0.9986,0.9942,0.9768,0.9119,0.718,0.3853,0.1336,0.0366,0.0093,0.0023,0.0006,0.9908,0.9753,0.9355,0.8417,0.6612,0.4172,0.208,0.0879,0.0341,0.0128,0.0047,0.966,0.9327,0.8712,0.7676,0.6173,0.4405,0.2777,0.158,0.0839,0.0428,0.0214,0.9163,0.8677,0.797,0.7016,0.5846,0.4574,0.3354,0.2321,0.1532,0.0978,0.0609,0.847,0.7932,0.7267,0.6482,0.5608,0.4695,0.3802,0.2983,0.2276,0.1695,0.124,0.7727,0.7234,0.668,0.6075,0.5436,0.4782,0.4135,0.3517,0.2944,0.243,0.1981,0.7058,0.6654,0.6225,0.5775,0.5312,0.4844,0.4378,0.3923,0.3486,0.3074,0.2689
6vs1_2_mirror,N96941,N61632,0.0,0.0,0.0,0.0,0.0067,0.5,0.9933,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0008,0.0273,0.5,0.9727,0.9992,1.0,1.0,1.0,0.0,0.0,0.0005,0.006,0.0719,0.5,0.9281,0.994,0.9995,1.0,1.0,0.0001,0.0007,0.0041,0.0252,0.1385,0.5,0.8615,0.9748,0.9959,0.9993,0.9999,0.0014,0.0053,0.0194,0.0682,0.213,0.5,0.787,0.9318,0.9806,0.9947,0.9986,0.0093,0.0232,0.0571,0.1336,0.282,0.5,0.718,0.8664,0.9429,0.9768,0.9907,0.0341,0.0645,0.1186,0.208,0.3388,0.5,0.6612,0.792,0.8814,0.9355,0.9659,0.0839,0.1288,0.1925,0.2777,0.3827,0.5,0.6173,0.7223,0.8075,0.8712,0.9161,0.1532,0.203,0.2639,0.3354,0.4154,0.5,0.5846,0.6646,0.7361,0.797,0.8468,0.2276,0.2733,0.3245,0.3802,0.4392,0.5,0.5608,0.6198,0.6755,0.7267,0.7724,0.2944,0.332,0.3718,0.4135,0.4564,0.5,0.5436,0.5865,0.6282,0.668,0.7056,0.3486,0.3775,0.4073,0.4378,0.4688,0.5,0.5312,0.5622,0.5927,0.6225,0.6514
6vs1_2_mirror,N96941,N99612,1.0,1.0,1.0,1.0,0.9933,0.5,0.0067,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9992,0.9727,0.5,0.0273,0.0008,0.0,0.0,0.0,1.0,1.0,0.9995,0.994,0.9281,0.5,0.0719,0.006,0.0005,0.0,0.0,0.9999,0.9993,0.9959,0.9748,0.8615,0.5,0.1385,0.0252,0.0041,0.0007,0.0001,0.9986,0.9947,0.9806,0.9318,0.787,0.5,0.213,0.0682,0.0194,0.0053,0.0014,0.9907,0.9768,0.9429,0.8664,0.718,0.5,0.282,0.1336,0.0571,0.0232,0.0093,0.9659,0.9355,0.8814,0.792,0.6612,0.5,0.3388,0.208,0.1186,0.0645,0.0341,0.9161,0.8712,0.8075,0.7223,0.6173,0.5,0.3827,0.2777,0.1925,0.1288,0.0839,0.8468,0.797,0.7361,0.6646,0.5846,0.5,0.4154,0.3354,0.2639,0.203,0.1532,0.7724,0.7267,0.6755,0.6198,0.5608,0.5,0.4392,0.3802,0.3245,0.2733,0.2276,0.7056,0.668,0.6282,0.5865,0.5436,0.5,0.4564,0.4135,0.3718,0.332,0.2944,0.6514,0.6225,0.5927,0.5622,0.5312,0.5,0.4688,0.4378,0.4073,0.3775,0.3486
Equal_10vs2,N92580,N16553,0.0,0.0,0.0,0.0,0.0067,0.9241,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0001,0.0273,0.8564,0.9992,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0017,0.0719,0.7822,0.994,0.9999,1.0,1.0,1.0,0.0,0.0,0.0007,0.0102,0.1385,0.7138,0.9748,0.9983,0.9999,1.0,1.0,0.0001,0.0008,0.0053,0.0367,0.213,0.6578,0.9318,0.9898,0.9986,0.9998,1.0,0.0014,0.0058,0.0232,0.0881,0.282,0.6147,0.8664,0.9634,0.9907,0.9977,0.9994,0.0092,0.0247,0.0645,0.1583,0.3388,0.5828,0.792,0.9121,0.9659,0.9872,0.9953,0.034,0.0673,0.1288,0.2324,0.3827,0.5595,0.7223,0.842,0.9161,0.9572,0.9786,0.0837,0.1323,0.203,0.2984,0.4154,0.5426,0.6646,0.7679,0.8468,0.9022,0.9391,0.153,0.2068,0.2733,0.3518,0.4392,0.5305,0.6198,0.7017,0.7724,0.8305,0.876,0.2273,0.2766,0.332,0.3925,0.4564,0.5218,0.5865,0.6483,0.7056,0.757,0.8019,0.2942,0.3346,0.3775,0.4225,0.4688,0.5156,0.5622,0.6077,0.6514,0.6926,0.7311
Equal_10vs2,N92580,N51698,1.0,1.0,1.0,1.0,0.9933,0.0759,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9999,0.9727,0.1436,0.0008,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9983,0.9281,0.2178,0.006,0.0001,0.0,0.0,0.0,1.0,1.0,0.9993,0.9898,0.8615,0.2862,0.0252,0.0017,0.0001,0.0,0.0,0.9999,0.9992,0.9947,0.9633,0.787,0.3422,0.0682,0.0102,0.0014,0.0002,0.0,0.9986,0.9942,0.9768,0.9119,0.718,0.3853,0.1336,0.0366,0.0093,0.0023,0.0006,0.9908,0.9753,0.9355,0.8417,0.6612,0.4172,0.208,0.0879,0.0341,0.0128,0.0047,0.966,0.9327,0.8712,0.7676,0.6173,0.4405,0.2777,0.158,0.0839,0.0428,0.0214,0.9163,0.8677,0.797,0.7016,0.5846,0.4574,0.3354,0.2321,0.1532,0.0978,0.0609,0.847,0.7932,0.7267,0.6482,0.5608,0.4695,0.3802,0.2983,0.2276,0.1695,0.124,0.7727,0.7234,0.668,0.6075,0.5436,0.4782,0.4135,0.3517,0.2944,0.243,0.1981,0.7058,0.6654,0.6225,0.5775,0.5312,0.4844,0.4378,0.3923,0.3486,0.3074,0.2689
Equal_6vs3,N93546,N45994,0.0,0.0,0.0,0.0006,0.0067,0.0759,0.5,0.9241,0.9933,0.9994,1.0,0.0,0.0001,0.0008,0.0047,0.0273,0.1436,0.5,0.8564,0.9727,0.9953,0.9992,0.0005,0.0017,0.006,0.0211,0.0719,0.2178,0.5,0.7822,0.9281,0.9789,0.994,0.0041,0.0102,0.0252,0.0605,0.1385,0.2862,0.5,0.7138,0.8615,0.9395,0.9748,0.0194,0.0367,0.0682,0.1234,0.213,0.3422,0.5,0.6578,0.787,0.8766,0.9318,0.0571,0.0881,0.1336,0.1975,0.282,0.3853,0.5,0.6147,0.718,0.8025,0.8664,0.1186,0.1583,0.208,0.2684,0.3388,0.4172,0.5,0.5828,0.6612,0.7316,0.792,0.1925,0.2324,0.2777,0.3281,0.3827,0.4405,0.5,0.5595,0.6173,0.6719,0.7223,0.2639,0.2984,0.3354,0.3745,0.4154,0.4574,0.5,0.5426,0.5846,0.6255,0.6646,0.3245,0.3518,0.3802,0.4093,0.4392,0.4695,0.5,0.5305,0.5608,0.5907,0.6198,0.3718,0.3925,0.4135,0.4348,0.4564,0.4782,0.5,0.5218,0.5436,0.5652,0.5865,0.4073,0.4225,0.4378,0.4533,0.4688,0.4844,0.5,0.5156,0.5312,0.5467,0.5622
Equal_6vs3,N93546,N73133,1.0,1.0,1.0,0.9994,0.9933,0.9241,0.5,0.0759,0.0067,0.0006,0.0,1.0,0.9999,0.9992,0.9953,0.9727,0.8564,0.5,0.1436,0.0273,0.0047,0.0008,0.9995,0.9983,0.994,0.9789,0.9281,0.7822,0.5,0.2178,0.0719,0.0211,0.006,0.9959,0.9898,0.9748,0.9395,0.8615,0.7138,0.5,0.2862,0.1385,0.0605,0.0252,0.9806,0.9633,0.9318,0.8766,0.787,0.6578,0.5,0.3422,0.213,0.1234,0.0682,0.9429,0.9119,0.8664,0.8025,0.718,0.6147,0.5,0.3853,0.282,0.1975,0.1336,0.8814,0.8417,0.792,0.7316,0.6612,0.5828,0.5,0.4172,0.3388,0.2684,0.208,0.8075,0.7676,0.7223,0.6719,0.6173,0.5595,0.5,0.4405,0.3827,0.3281,0.2777,0.7361,0.7016,0.6646,0.6255,0.5846,0.5426,0.5,0.4574,0.4154,0.3745,0.3354,0.6755,0.6482,0.6198,0.5907,0.5608,0.5305,0.5,0.4695,0.4392,0.4093,0.3802,0.6282,0.6075,0.5865,0.5652,0.5436,0.5218,0.5,0.4782,0.4564,0.4348,0.4135,0.5927,0.5775,0.5622,0.5467,0.5312,0.5156,0.5,0.4844,0.4688,0.4533,0.4378
Loop_2_mirror,N90706,N65692,0.0,0.0,0.0,0.0,0.0067,0.4983,0.9909,0.999,0.9997,0.9999,1.0,0.0,0.0,0.0,0.0008,0.0273,0.4931,0.9598,0.9925,0.9967,0.9984,0.9992,0.0,0.0,0.0005,0.006,0.0713,0.4813,0.8897,0.9672,0.9831,0.99,0.994,0.0001,0.0007,0.0041,0.025,0.1342,0.4628,0.786,0.9065,0.9453,0.9635,0.9747,0.0014,0.0053,0.0192,0.0662,0.1981,0.4404,0.6762,0.8106,0.8747,0.9087,0.9305,0.0092,0.0228,0.055,0.1242,0.2488,0.4179,0.5819,0.702,0.7784,0.8266,0.8594,0.033,0.0611,0.1088,0.1826,0.2827,0.398,0.51,0.6043,0.6767,0.7303,0.7704,0.0774,0.1153,0.1661,0.2298,0.3035,0.3817,0.458,0.5273,0.5869,0.6366,0.6775,0.1329,0.1707,0.2145,0.2634,0.3156,0.3689,0.4212,0.4707,0.5162,0.5571,0.5932,0.1854,0.2169,0.2507,0.2862,0.3227,0.3593,0.3954,0.4304,0.4637,0.495,0.5241,0.2275,0.2514,0.2761,0.3013,0.3267,0.3522,0.3773,0.4019,0.4259,0.449,0.4712,0.2585,0.2759,0.2936,0.3114,0.3292,0.3469,0.3645,0.3819,0.399,0.4158,0.4321
Loop_2_mirror,N90706,N52431,0.0,0.0,0.0,0.0,0.0001,0.0034,0.0025,0.0009,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0016,0.0139,0.0132,0.0067,0.0033,0.0016,0.0008,0.0,0.0,0.0002,0.0013,0.0092,0.0373,0.0413,0.0269,0.0164,0.0099,0.006,0.0001,0.0005,0.002,0.0083,0.0311,0.0744,0.0876,0.0701,0.0507,0.0359,0.0252,0.0014,0.0041,0.0114,0.0302,0.0696,0.1192,0.1409,0.13,0.108,0.0864,0.0681,0.0092,0.0189,0.0378,0.0709,0.1178,0.1641,0.1896,0.1897,0.1745,0.1537,0.1326,0.033,0.0534,0.0832,0.1223,0.1656,0.204,0.2287,0.237,0.2322,0.2193,0.2024,0.0774,0.1048,0.1372,0.1725,0.207,0.2366,0.2581,0.27,0.2732,0.2693,0.2604,0.1329,0.1594,0.1871,0.2146,0.2401,0.2621,0.2795,0.2917,0.2987,0.301,0.2994,0.1854,0.2065,0.2273,0.2472,0.2653,0.2814,0.2949,0.3057,0.3136,0.3188,0.3215,0.2275,0.2428,0.2575,0.2713,0.2841,0.2957,0.3059,0.3147,0.322,0.3278,0.3322,0.2585,0.2691,0.2793,0.2889,0.2978,0.3062,0.3138,0.3206,0.3267,0.332,0.3366
Loop_2_mirror,N90706,N61240,1.0,1.0,1.0,1.0,0.9932,0.4983,0.0067,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9991,0.9711,0.4931,0.027,0.0008,0.0,0.0,0.0,1.0,0.9999,0.9994,0.9928,0.9195,0.4813,0.0689,0.0058,0.0005,0.0,0.0,0.9998,0.9989,0.9939,0.9667,0.8348,0.4628,0.1263,0.0234,0.0039,0.0006,0.0001,0.9971,0.9906,0.9694,0.9036,0.7322,0.4404,0.183,0.0593,0.0173,0.0049,0.0013,0.9817,0.9583,0.9072,0.805,0.6334,0.4179,0.2285,0.1083,0.0472,0.0197,0.008,0.934,0.8855,0.808,0.6952,0.5517,0.398,0.2614,0.1587,0.0911,0.0504,0.0272,0.8451,0.78,0.6968,0.5977,0.4895,0.3817,0.284,0.2027,0.1399,0.0941,0.0621,0.7342,0.67,0.5983,0.522,0.4443,0.3689,0.2993,0.2376,0.1851,0.1419,0.1074,0.6293,0.5766,0.522,0.4666,0.412,0.3593,0.3097,0.264,0.2227,0.1862,0.1544,0.5451,0.5058,0.4664,0.4274,0.3892,0.3522,0.3168,0.2834,0.2521,0.2232,0.1966,0.483,0.4549,0.4272,0.3998,0.373,0.3469,0.3217,0.2974,0.2743,0.2522,0.2313
Loop_2_mirror,N61240,N96236,0.5,0.9526,0.9975,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.895,0.9864,0.9984,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8227,0.9556,0.9901,0.9978,0.9995,0.9999,1.0,1.0,1.0,1.0,0.5,0.7497,0.8997,0.9641,0.9877,0.9959,0.9986,0.9995,0.9998,0.9999,1.0,0.5,0.6866,0.8276,0.9132,0.9584,0.9806,0.991,0.9959,0.9981,0.9991,0.9996,0.5,0.6366,0.7543,0.8432,0.904,0.9429,0.9666,0.9806,0.9889,0.9936,0.9963,0.5,0.5989,0.6904,0.7691,0.8326,0.8814,0.9173,0.9431,0.9612,0.9737,0.9822,0.5,0.5712,0.6396,0.7027,0.759,0.8075,0.8482,0.8816,0.9084,0.9296,0.9462,0.5,0.5511,0.6011,0.6492,0.6943,0.7361,0.774,0.8078,0.8377,0.8637,0.8861,0.5,0.5366,0.5728,0.6083,0.6426,0.6755,0.7068,0.7363,0.7637,0.7892,0.8125,0.5,0.5262,0.5522,0.578,0.6034,0.6282,0.6523,0.6757,0.6983,0.7199,0.7405,0.5,0.5187,0.5374,0.556,0.5744,0.5927,0.6106,0.6283,0.6457,0.6626,0.6792
Loop_2_mirror,N61240,N87785,0.5,0.0474,0.0025,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.105,0.0136,0.0016,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1773,0.0444,0.0099,0.0022,0.0005,0.0001,0.0,0.0,0.0,0.0,0.5,0.2503,0.1003,0.0359,0.0123,0.0041,0.0014,0.0005,0.0002,0.0001,0.0,0.5,0.3134,0.1724,0.0868,0.0416,0.0194,0.009,0.0041,0.0019,0.0009,0.0004,0.5,0.3634,0.2457,0.1568,0.096,0.0571,0.0334,0.0194,0.0111,0.0064,0.0037,0.5,0.4011,0.3096,0.2309,0.1674,0.1186,0.0827,0.0569,0.0388,0.0263,0.0178,0.5,0.4288,0.3604,0.2973,0.241,0.1925,0.1518,0.1184,0.0916,0.0704,0.0538,0.5,0.4489,0.3989,0.3508,0.3057,0.2639,0.226,0.1922,0.1623,0.1363,0.1139,0.5,0.4634,0.4272,0.3917,0.3574,0.3245,0.2932,0.2637,0.2363,0.2108,0.1875,0.5,0.4738,0.4478,0.422,0.3966,0.3718,0.3477,0.3243,0.3017,0.2801,0.2595,0.5,0.4813,0.4626,0.444,0.4256,0.4073,0.3894,0.3717,0.3543,0.3374,0.3208
Equal_4vs2,N25436,N93213,0.0,0.0002,0.0009,0.0041,0.018,0.0759,0.2689,0.6225,0.8808,0.9707,0.9933,0.0008,0.0023,0.0067,0.0193,0.0543,0.1436,0.3287,0.5883,0.8067,0.9241,0.9727,0.006,0.0128,0.0271,0.0566,0.1145,0.2178,0.3748,0.5636,0.7356,0.857,0.9281,0.0252,0.0428,0.0718,0.1181,0.1881,0.2862,0.4096,0.5456,0.6751,0.7824,0.8615,0.0682,0.0978,0.1382,0.1919,0.26,0.3422,0.435,0.5326,0.6278,0.714,0.787,0.1336,0.1696,0.2128,0.2635,0.3213,0.3853,0.4534,0.5233,0.5924,0.658,0.718,0.208,0.243,0.2817,0.324,0.3694,0.4172,0.4666,0.5167,0.5664,0.6149,0.6612,0.2777,0.3073,0.3387,0.3715,0.4055,0.4405,0.4761,0.5119,0.5477,0.5829,0.6173,0.3354,0.3587,0.3826,0.4071,0.432,0.4574,0.4829,0.5085,0.5341,0.5595,0.5846,0.3802,0.3976,0.4153,0.4332,0.4513,0.4695,0.4878,0.5061,0.5244,0.5427,0.5608,0.4135,0.4263,0.4391,0.4521,0.4651,0.4782,0.4913,0.5044,0.5175,0.5306,0.5436,0.4378,0.4471,0.4564,0.4657,0.475,0.4844,0.4938,0.5031,0.5125,0.5219,0.5312
Equal_4vs2,N25436,N46529,1.0,0.9998,0.9991,0.9959,0.982,0.9241,0.7311,0.3775,0.1192,0.0293,0.0067,0.9992,0.9977,0.9933,0.9807,0.9457,0.8564,0.6713,0.4117,0.1933,0.0759,0.0273,0.994,0.9872,0.9729,0.9434,0.8855,0.7822,0.6252,0.4364,0.2644,0.143,0.0719,0.9748,0.9572,0.9282,0.8819,0.8119,0.7138,0.5904,0.4544,0.3249,0.2176,0.1385,0.9318,0.9022,0.8618,0.8081,0.74,0.6578,0.565,0.4674,0.3722,0.286,0.213,0.8664,0.8304,0.7872,0.7365,0.6787,0.6147,0.5466,0.4767,0.4076,0.342,0.282,0.792,0.757,0.7183,0.676,0.6306,0.5828,0.5334,0.4833,0.4336,0.3851,0.3388,0.7223,0.6927,0.6613,0.6285,0.5945,0.5595,0.5239,0.4881,0.4523,0.4171,0.3827,0.6646,0.6413,0.6174,0.5929,0.568,0.5426,0.5171,0.4915,0.4659,0.4405,0.4154,0.6198,0.6024,0.5847,0.5668,0.5487,0.5305,0.5122,0.4939,0.4756,0.4573,0.4392,0.5865,0.5737,0.5609,0.5479,0.5349,0.5218,0.5087,0.4956,0.4825,0.4694,0.4564,0.5622,0.5529,0.5436,0.5343,0.525,0.5156,0.5062,0.4969,0.4875,0.4781,0.4688
4ways,N39711,N75328,0.0,0.0,0.0009,0.0473,0.7209,0.9867,0.9974,0.9991,0.9997,0.9999,1.0,0.0,0.0004,0.0067,0.1031,0.6436,0.9461,0.9848,0.9932,0.9967,0.9984,0.9992,0.0005,0.0035,0.0264,0.1671,0.5693,0.8613,0.9454,0.9714,0.9833,0.99,0.994,0.004,0.0168,0.0662,0.2193,0.4993,0.7423,0.864,0.9184,0.9464,0.9634,0.9746,0.0178,0.0472,0.1163,0.2501,0.4383,0.6194,0.748,0.8271,0.8755,0.9071,0.9293,0.0475,0.0901,0.1608,0.2634,0.3886,0.5155,0.6251,0.71,0.7725,0.8183,0.8526,0.0879,0.1327,0.1927,0.2667,0.3505,0.4371,0.5196,0.5932,0.6557,0.7075,0.75,0.1281,0.1672,0.2133,0.2656,0.3223,0.381,0.4396,0.4957,0.548,0.5955,0.6379,0.1614,0.1922,0.2262,0.263,0.3017,0.3418,0.3824,0.4227,0.4621,0.4999,0.5357,0.1866,0.2098,0.2343,0.2602,0.287,0.3145,0.3425,0.3707,0.3989,0.4267,0.454,0.2049,0.2219,0.2395,0.2577,0.2764,0.2955,0.3149,0.3345,0.3543,0.3741,0.3938,0.218,0.2302,0.2428,0.2557,0.2688,0.2822,0.2957,0.3094,0.3232,0.337,0.351
4ways,N39711,N96243,0.0,0.0,0.0001,0.0024,0.0132,0.0066,0.0025,0.0009,0.0003,0.0001,0.0,0.0,0.0002,0.0016,0.0121,0.037,0.0266,0.0136,0.0067,0.0033,0.0016,0.0008,0.0005,0.0021,0.0095,0.036,0.0736,0.0667,0.0439,0.0271,0.0164,0.0099,0.006,0.004,0.0116,0.0319,0.0732,0.1157,0.1193,0.0963,0.071,0.0508,0.0359,0.0252,0.0178,0.0363,0.069,0.1141,0.154,0.1676,0.1558,0.1327,0.1081,0.0863,0.068,0.0475,0.0747,0.1107,0.1504,0.184,0.2025,0.2036,0.1919,0.1732,0.1522,0.1315,0.0879,0.1161,0.1475,0.1786,0.2053,0.224,0.233,0.2327,0.225,0.2124,0.197,0.1281,0.1519,0.1762,0.1994,0.2198,0.2362,0.2477,0.2539,0.255,0.2519,0.2452,0.1614,0.1795,0.1973,0.2142,0.2295,0.2428,0.2537,0.2619,0.2674,0.2701,0.2704,0.1866,0.1998,0.2125,0.2247,0.236,0.2463,0.2554,0.2633,0.2698,0.2748,0.2785,0.2049,0.2143,0.2233,0.232,0.2403,0.2481,0.2553,0.2619,0.2678,0.2731,0.2776,0.218,0.2246,0.231,0.2372,0.2433,0.249,0.2545,0.2597,0.2646,0.2691,0.2733
4ways,N39711,N28397,1.0,0.9999,0.9986,0.9495,0.2652,0.0066,0.0001,0.0,0.0,0.0,0.0,0.9992,0.9978,0.9885,0.8789,0.3151,0.0266,0.0016,0.0001,0.0,0.0,0.0,0.9931,0.9845,0.9482,0.7753,0.3413,0.0667,0.0095,0.0013,0.0002,0.0,0.0,0.967,0.9367,0.856,0.6567,0.3464,0.1193,0.0322,0.0079,0.0019,0.0004,0.0001,0.8986,0.8369,0.7252,0.5479,0.3374,0.1676,0.0711,0.0276,0.0103,0.0037,0.0013,0.7841,0.7042,0.5951,0.4615,0.3224,0.2025,0.1162,0.0625,0.0322,0.0162,0.008,0.6528,0.5777,0.4912,0.3984,0.3067,0.224,0.156,0.1043,0.0676,0.0427,0.0265,0.5373,0.4785,0.4166,0.3538,0.2929,0.2362,0.1859,0.143,0.1079,0.08,0.0584,0.4501,0.4078,0.3651,0.3228,0.2818,0.2428,0.2067,0.1738,0.1445,0.1189,0.097,0.3885,0.3592,0.33,0.3012,0.2733,0.2463,0.2206,0.1964,0.1738,0.1529,0.1338,0.3462,0.3259,0.3059,0.2862,0.2669,0.2481,0.2299,0.2124,0.1955,0.1795,0.1643,0.3171,0.3031,0.2893,0.2756,0.2622,0.249,0.2361,0.2235,0.2113,0.1994,0.1879
