subject	world	trialNo	steps	path	times
S5630936	Equal_6vs3_mirror	34	454	p(2,4)p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(6,3);	635;236;235;413;218;191;219;393;226;264;566;509;238;
S5630936	6vs1_1	35	467	p(4,5)p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	682;229;255;263;237;246;245;307;251;281;320;481;215;
S5630936	4ways_mirror	36	485	p(3,6)p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	687;206;224;230;219;428;193;791;217;209;259;241;261;926;260;258;322;537;
S5630936	Equal_4vs2_mirror	37	495	p(4,0)p(4,1);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(0,2);	607;223;366;244;242;242;249;363;259;241;
S5630936	Equal_10vs2_mirror	38	507	p(2,7)p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	837;237;233;313;228;211;265;234;946;224;563;202;
S5630936	4vs1	39	518	p(0,4)p(0,3);p(0,2);p(0,1);p(1,1);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(2,3);	549;198;238;808;507;206;255;218;341;661;248;
S5630936	Loop_2_mirror	40	530	p(0,3)p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	931;225;255;313;286;278;184;526;778;555;430;254;
S59543242	3ways_3_mirror	1	15	p(3,4)p(3,5);p(3,6);p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(0,1);p(0,0);	6051;559;1736;712;1689;407;377;354;369;436;465;480;424;934;345;
S59543242	3ways_2_mirror	2	27	p(3,6)p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	2599;336;479;357;331;376;418;1609;361;333;416;726;
S59543242	Equal_4vs2	3	36	p(1,0)p(2,0);p(3,0);p(4,0);p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(2,2);	1556;487;584;1345;330;399;406;351;753;
S59543242	4vs1_mirror	4	41	p(2,4)p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);	2106;330;320;709;330;
S59543242	Equal_2vs5_mirror	5	52	p(2,4)p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	2486;325;900;307;294;346;318;318;337;682;334;
S59543242	4ways_mirror	6	66	p(3,6)p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(4,1);p(5,1);p(5,2);	5123;338;380;328;914;658;325;294;316;376;361;417;310;790;
S59543242	6vs1_2	7	77	p(4,6)p(5,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	2739;280;327;311;326;365;326;336;368;816;342;
S59543242	Equal_2vs5	8	91	p(2,4)p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,3);p(0,2);	1881;289;333;1185;414;828;333;356;373;345;329;349;859;268;
S59543242	6vs2_mirror	9	96	p(5,1)p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	1306;526;378;334;731;
S59543242	3ways_1	10	106	p(5,4)p(5,3);p(5,2);p(5,1);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(0,3);	1582;305;337;722;320;479;373;376;656;259;
S59543242	3ways_1_mirror	11	111	p(2,4)p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);	1282;303;327;895;313;
S59543242	4ways	12	129	p(2,6)p(2,5);p(2,4);p(3,4);p(4,4);p(4,5);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(1,1);p(0,1);p(0,2);	1759;440;459;442;883;501;352;348;381;394;564;321;417;1640;330;350;334;729;
S59543242	Equal_6vs3	13	144	p(4,4)p(4,3);p(4,2);p(3,2);p(2,2);p(1,2);p(2,2);p(3,2);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(5,7);p(6,7);	2405;295;294;320;339;1264;270;361;340;315;360;431;359;734;278;
S59543242	Equal_10vs2	14	147	p(3,7)p(3,8);p(3,9);p(4,9);	1946;272;753;
S59543242	Loop_2_mirror	15	157	p(0,3)p(1,3);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	1637;311;282;332;703;320;386;422;738;324;
S59543242	Equal_7vs2_mirror	16	167	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	2606;336;312;1441;377;406;345;655;370;331;
S59543242	Loop_1_mirror	17	181	p(0,0)p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(1,3);	1450;250;279;337;347;428;455;858;353;345;320;365;323;296;
S59543242	Equal_4vs2_mirror	18	187	p(4,0)p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(0,2);	1363;342;312;809;273;337;
S59543242	Equal_6vs6_mirror	19	194	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(3,0);	1795;338;304;344;395;1505;296;
S59543242	3ways_3	20	198	p(2,4)p(2,5);p(2,6);p(1,6);p(0,6);	1661;282;814;1242;
S59543242	Equal_6vs6	21	215	p(4,4)p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,5);p(6,6);p(6,7);p(5,7);p(4,7);	1652;313;288;354;341;849;304;280;323;360;341;336;375;385;367;722;318;
S59543242	4vs1	22	226	p(0,4)p(0,3);p(0,2);p(0,1);p(1,1);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(2,3);	1240;263;308;870;872;304;319;393;385;351;426;
S59543242	Equal_6vs3_mirror	23	233	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(6,3);	1402;293;319;306;383;847;336;
S59543242	3ways_4	24	244	p(4,2)p(5,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(1,5);p(2,5);	2966;347;988;319;311;334;341;689;319;626;298;
S59543242	Loop_1	25	253	p(7,0)p(6,0);p(5,0);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(1,3);	1447;304;353;359;368;447;408;689;235;
S59543242	Equal_8vs8	26	275	p(6,3)p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(9,4);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);	1397;292;401;320;343;1039;273;289;367;344;336;338;361;342;336;1055;376;409;910;370;391;384;
S59543242	6vs1_2_mirror	27	285	p(2,6)p(1,6);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);	2136;382;337;316;322;426;353;408;400;719;
S59543242	6vs2	28	290	p(0,1)p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	1224;299;343;349;650;
S59543242	6vs1_1_mirror	29	307	p(2,5)p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(3,0);p(2,0);	4443;342;1062;265;336;351;322;287;336;321;335;343;330;918;297;1119;376;
S59543242	Equal_8vs3	30	322	p(6,2)p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);	2108;272;289;342;553;334;408;337;408;353;863;312;334;489;309;
S59543242	Equal_7vs2	31	330	p(5,4)p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	1415;285;315;318;368;319;337;760;
S59543242	Equal_7vs9_mirror	32	342	p(2,2)p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(6,4);	1814;334;383;342;322;384;325;383;376;815;286;354;
S59543242	Loop_2	33	352	p(7,3)p(6,3);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(0,2);	1200;288;251;253;369;383;368;304;672;293;
S59543242	6vs1_1	34	369	p(4,5)p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(3,0);p(4,0);	1574;382;559;361;402;583;321;290;327;326;432;368;365;350;344;876;287;
S59543242	Equal_7vs9	35	398	p(5,2)p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	1016;308;434;310;392;482;327;311;304;874;296;506;305;493;307;490;319;485;341;528;344;496;536;498;471;559;448;520;1033;
S59543242	Equal_8vs8_mirror	36	406	p(3,3)p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,0);	2522;287;303;993;354;798;320;319;
S59543242	3ways_4_mirror	37	416	p(2,2)p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(5,1);p(5,0);p(4,0);	1496;332;313;344;322;1262;262;299;305;757;
S59543242	3ways_2	38	428	p(2,6)p(1,6);p(0,6);p(1,6);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	1975;318;618;284;293;335;367;376;670;353;312;687;
S59543242	Equal_8vs3_mirror	39	442	p(2,2)p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(7,3);p(6,3);p(5,3);	2174;287;326;313;318;376;321;313;352;309;676;293;311;441;
S59543242	Equal_10vs2_mirror	40	458	p(2,7)p(2,8);p(2,9);p(2,8);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(3,1);p(2,1);	2110;245;609;327;341;316;312;376;297;318;577;415;330;332;829;277;
S2231716	4ways_mirror	1	22	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	3418;623;1488;496;472;528;440;680;1456;608;432;416;432;600;776;488;528;1992;487;529;592;544;
S2231716	6vs2	2	31	p(0,1)p(0,2);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	1940;472;728;623;393;496;520;552;824;
S2231716	3ways_4	3	42	p(4,2)p(5,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(2,4);p(2,5);	2109;504;1096;383;617;432;488;560;568;888;352;
S2231716	Loop_2	4	54	p(7,3)p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(0,1);p(0,2);	2741;472;472;528;648;560;416;480;440;552;808;360;
S2231716	6vs1_1	5	71	p(4,5)p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	1639;328;1600;456;408;432;408;424;416;384;368;384;376;464;544;880;352;
S2231716	3ways_1	6	85	p(5,4)p(6,4);p(7,4);p(6,4);p(5,4);p(5,3);p(5,2);p(5,1);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	1303;352;1040;392;368;360;464;616;416;416;400;464;904;296;
S2231716	3ways_2	7	101	p(2,6)p(1,6);p(0,6);p(1,6);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	1423;408;2249;528;424;423;409;495;361;352;408;1063;312;424;488;760;
S2231716	Equal_8vs8	8	113	p(6,3)p(7,3);p(8,3);p(9,3);p(9,4);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);	2231;471;649;384;480;904;360;423;1153;335;408;1008;
S2231716	Equal_4vs2_mirror	9	123	p(4,0)p(4,1);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);	1564;320;696;488;344;1168;408;1272;305;384;
S2231716	Equal_6vs3	10	128	p(4,4)p(4,5);p(4,6);p(4,7);p(5,7);p(6,7);	1416;359;409;880;351;
S2231716	Equal_7vs2_mirror	11	142	p(2,4)p(2,5);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	1162;360;568;455;368;345;384;344;384;399;521;760;535;336;
S2231716	Equal_7vs2	12	154	p(5,4)p(5,5);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	917;375;536;289;247;256;488;313;295;432;560;681;
S2231716	Equal_8vs8_mirror	13	162	p(3,3)p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,0);	1581;336;400;336;473;775;361;375;
S2231716	6vs1_2	14	173	p(4,6)p(5,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	2143;1103;320;464;384;360;329;376;399;856;337;
S2231716	Equal_2vs5_mirror	15	184	p(2,4)p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	1481;336;784;319;344;344;360;400;361;824;336;
S2231716	3ways_1_mirror	16	193	p(2,4)p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);	1259;312;1087;360;392;344;376;1064;280;
S2231716	Equal_4vs2	17	196	p(1,0)p(1,1);p(1,2);p(2,2);	1133;313;799;
S2231716	3ways_3_mirror	18	207	p(3,4)p(3,5);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(0,1);p(0,0);	1100;369;591;889;359;408;488;392;472;920;320;
S2231716	6vs2_mirror	19	216	p(5,1)p(5,2);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	963;320;664;576;872;536;352;400;648;
S2231716	4ways	20	234	p(2,6)p(1,6);p(0,6);p(1,6);p(2,6);p(2,5);p(2,4);p(3,4);p(4,4);p(4,5);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);	1144;344;1296;304;352;360;552;401;847;528;377;359;312;825;471;392;440;817;
S2231716	Equal_8vs3	21	257	p(6,2)p(6,3);p(6,4);p(7,4);p(8,4);p(7,4);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(4,3);	8301;400;376;401;703;552;344;520;377;367;344;392;369;439;384;441;343;432;1112;920;384;464;416;
S2231716	Equal_2vs5	22	261	p(2,4)p(1,4);p(0,4);p(0,3);p(0,2);	1420;35;936;336;
S2231716	4vs1	23	264	p(0,4)p(1,4);p(2,4);p(2,3);	985;319;497;
S2231716	3ways_4_mirror	24	274	p(2,2)p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);	972;304;663;376;1088;336;384;320;512;608;
S2231716	3ways_2_mirror	25	290	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	2220;569;792;335;689;2064;479;352;481;336;464;840;335;353;464;576;
S2231716	Equal_6vs6	26	307	p(4,4)p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,5);p(6,6);p(6,7);p(5,7);p(4,7);	1160;415;561;432;368;1112;344;367;353;375;401;360;336;351;361;624;375;
S2231716	Loop_1_mirror	27	313	p(0,0)p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(1,3);	2646;344;352;416;376;728;
S2231716	4vs1_mirror	28	322	p(2,4)p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);	1027;318;880;305;344;328;536;576;336;
S2231716	Loop_1	29	335	p(7,0)p(6,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(1,3);	2524;352;392;1336;344;687;345;928;312;480;368;632;360;
S2231716	Equal_10vs2	30	338	p(3,7)p(3,8);p(3,9);p(4,9);	1620;352;736;
S2231716	Equal_6vs3_mirror	31	351	p(2,4)p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(6,3);	1273;328;479;592;313;271;312;385;320;408;488;1335;273;
S2231716	Equal_8vs3_mirror	32	373	p(2,2)p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(7,2);p(6,2);p(5,2);p(5,3);	1755;345;352;328;600;440;311;304;592;329;368;352;336;336;592;352;327;441;880;384;464;360;
S2231716	3ways_3	33	377	p(2,4)p(2,5);p(2,6);p(1,6);p(0,6);	1095;368;736;480;
S2231716	Equal_6vs6_mirror	34	394	p(2,4)p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(3,0);	1553;303;320;305;687;592;312;288;384;336;328;384;336;344;568;848;328;
S2231716	Equal_10vs2_mirror	35	410	p(2,7)p(2,8);p(2,9);p(2,8);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	1749;352;552;1336;560;312;336;361;407;312;352;376;368;360;792;289;
S2231716	6vs1_1_mirror	36	427	p(2,5)p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,0);	876;312;919;376;353;431;545;367;344;352;321;471;345;399;448;752;368;
S2231716	Loop_2_mirror	37	439	p(0,3)p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	902;352;449;1031;304;352;337;271;328;392;641;343;
S2231716	6vs1_2_mirror	38	457	p(2,6)p(3,6);p(4,6);p(5,6);p(6,6);p(5,6);p(4,6);p(3,6);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);	1820;312;537;367;936;280;352;376;449;351;304;360;328;713;296;352;456;696;
S2231716	Equal_7vs9	39	486	p(5,2)p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	4368;416;423;432;432;368;448;337;360;735;361;367;761;336;336;1232;351;337;368;352;376;383;400;321;360;1024;359;457;400;
S2231716	Equal_7vs9_mirror	40	512	p(2,2)p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(6,4);	1687;383;360;360;336;368;432;648;320;344;655;280;329;352;369;335;328;376;360;344;360;312;360;824;400;344;
S6822061	Equal_2vs5	1	4	p(2,4)p(1,4);p(0,4);p(0,3);p(0,2);	2797;223;1312;202;
S6822061	3ways_3_mirror	2	19	p(3,4)p(3,5);p(3,6);p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(1,0);p(0,0);	4194;232;1543;311;1144;200;235;336;308;350;1087;237;459;803;182;
S6822061	Equal_10vs2	3	22	p(3,7)p(3,8);p(3,9);p(4,9);	2918;232;722;
S6822061	Equal_6vs3_mirror	4	35	p(2,4)p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(6,3);	2478;250;326;1215;215;296;278;258;241;308;504;682;190;
S6822061	Equal_8vs8_mirror	5	43	p(3,3)p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,0);	3132;250;247;222;416;715;215;232;
S6822061	6vs1_1_mirror	6	60	p(2,5)p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(3,0);p(2,0);	3368;218;1370;220;349;222;478;229;229;364;230;284;221;1061;252;647;218;
S6822061	3ways_2_mirror	7	76	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	4859;228;824;203;251;259;269;243;249;422;350;957;225;257;360;252;
S6822061	6vs2_mirror	8	81	p(5,1)p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	1633;264;299;398;561;
S6822061	Equal_6vs3	9	96	p(4,4)p(4,3);p(4,2);p(3,2);p(2,2);p(1,2);p(2,2);p(3,2);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(5,7);p(6,7);	2177;207;289;339;473;918;214;361;263;273;275;658;348;744;217;
S6822061	6vs2	10	105	p(0,1)p(0,2);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	1277;218;875;240;272;292;260;508;661;
S6822061	Equal_6vs6	11	122	p(4,4)p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,5);p(6,6);p(6,7);p(5,7);p(4,7);	7589;213;237;343;338;865;232;240;278;287;234;458;214;224;353;228;378;
S6822061	3ways_1_mirror	12	127	p(2,4)p(2,3);p(2,2);p(2,1);p(1,1);p(1,0);	2291;227;452;745;230;
S6822061	4ways_mirror	13	145	p(3,6)p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	6960;219;241;259;950;543;252;275;268;321;316;260;326;970;276;535;271;538;
S6822061	3ways_2	14	157	p(2,6)p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	3215;272;291;282;314;297;280;905;216;273;286;561;
S6822061	Equal_7vs9	15	186	p(5,2)p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	5173;198;206;377;315;270;305;324;368;793;285;260;676;261;281;329;238;253;545;335;469;245;339;243;358;431;334;243;275;
S6822061	Equal_7vs2_mirror	16	196	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	1902;189;259;215;440;211;544;525;246;388;
S6822061	Equal_7vs2	17	204	p(5,4)p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	1500;289;1149;216;388;234;390;581;
S6822061	6vs1_1	18	217	p(4,5)p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(3,0);p(4,0);	2082;264;278;255;312;281;275;249;260;278;351;792;222;
S6822061	4vs1	19	228	p(0,4)p(0,3);p(0,2);p(0,1);p(1,1);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(2,3);	1078;212;328;779;661;287;267;273;251;254;318;
S6822061	Equal_8vs3	20	251	p(6,2)p(6,3);p(6,4);p(7,4);p(8,4);p(7,4);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);	2720;197;204;226;892;182;212;298;286;252;225;272;327;232;255;369;339;288;1541;177;751;202;279;
S6822061	Equal_4vs2_mirror	21	261	p(4,0)p(4,1);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(0,2);	1206;188;556;251;246;224;310;673;656;370;
S6822061	Equal_2vs5_mirror	22	268	p(2,4)p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	1697;238;449;248;321;560;234;
S6822061	Equal_8vs8	23	280	p(6,3)p(7,3);p(8,3);p(9,3);p(9,4);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);	3463;258;259;269;259;633;229;338;453;234;314;502;
S6822061	Equal_4vs2	24	283	p(1,0)p(1,1);p(1,2);p(2,2);	1797;184;590;
S6822061	Loop_1_mirror	25	287	p(0,0)p(0,1);p(0,2);p(0,3);p(1,3);	7188;247;292;293;
