subject,step,direct,rt
S97888932,17,1,334
S97888932,2,1,385
S97888932,4,1,463
S97888932,5,1,385
S97888932,6,1,352
S97888932,7,1,449
S97888932,8,1,420
S97888932,2,1,407
S97888932,4,1,361
S97888932,5,1,635
S97888932,6,1,470
S97888932,7,1,462
S97888932,2,1,1094
S97888932,3,1,468
S97888932,4,1,539
S97888932,5,1,587
S97888932,2,1,1249
S97888932,3,1,344
S97888932,4,1,387
S97888932,5,1,397
S97888932,6,1,443
S97888932,7,1,709
S97888932,8,1,500
S97888932,9,1,473
S97888932,11,0,918
S97888932,12,0,326
S97888932,13,1,494
S97888932,14,1,646
S97888932,15,1,343
S97888932,16,1,574
S97888932,17,1,368
S97888932,18,1,378
S97888932,19,1,453
S97888932,20,1,370
S97888932,21,1,375
S97888932,22,1,460
S97888932,23,1,1377
S97888932,24,1,401
S97888932,25,1,940
S97888932,26,1,442
S97888932,27,1,399
S97888932,2,1,657
S97888932,3,1,579
S97888932,4,1,425
S97888932,5,1,429
S97888932,7,1,409
S97888932,8,1,376
S97888932,9,1,797
S97888932,10,1,344
S97888932,11,1,414
S97888932,12,1,434
S97888932,13,1,386
S97888932,14,1,407
S97888932,15,1,495
S97888932,2,1,387
S97888932,3,1,420
S97888932,4,1,365
S97888932,6,1,338
S97888932,7,1,419
S97888932,8,1,419
S97888932,9,1,372
S97888932,10,1,366
S97888932,11,1,336
S97888932,12,1,606
S97888932,13,1,401
S97888932,14,1,823
S97888932,15,1,349
S97888932,16,1,400
S97888932,17,1,463
S97888932,2,1,589
S97888932,4,1,376
S97888932,5,1,563
S97888932,6,1,416
S97888932,7,1,559
S97888932,8,1,403
S97888932,9,1,464
S97888932,10,1,362
S97888932,11,1,732
S97888932,12,1,453
S97888932,13,1,380
S97888932,14,1,705
S97888932,2,1,542
S97888932,3,1,599
S97888932,4,1,359
S97888932,5,1,454
S97888932,2,1,420
S97888932,4,1,386
S97888932,5,1,326
S97888932,6,1,336
S97888932,7,1,396
S97888932,2,1,382
S97888932,3,1,391
S97888932,4,1,348
S97888932,5,1,427
S97888932,2,1,401
S97888932,2,1,450
S97888932,4,1,385
S97888932,5,1,377
S97888932,6,1,445
S97888932,7,1,576
S97888932,8,1,773
S97888932,9,1,397
S97888932,10,1,677
S97888932,11,1,319
S97888932,2,1,428
S97888932,3,1,396
S97888932,4,1,355
S97888932,5,1,354
S97888932,7,1,346
S97888932,8,1,379
S97888932,9,1,427
S97888932,10,1,431
S97888932,11,1,1198
S97888932,2,1,683
S97888932,4,1,418
S97888932,5,1,398
S97888932,6,1,422
S97888932,7,1,424
S97888932,8,1,783
S97888932,11,1,1753
S97888932,12,1,314
S97888932,13,1,314
S97888932,14,1,400
S97888932,15,1,847
S97888932,16,1,443
S97888932,17,1,348
S97888932,2,1,384
S97888932,3,1,666
S97888932,4,1,447
S97888932,6,1,385
S97888932,7,1,454
S97888932,8,1,388
S97888932,9,1,372
S97888932,10,1,397
S97888932,11,1,448
S97888932,12,1,390
S97888932,13,1,400
S97888932,14,1,437
S97888932,15,1,489
S97888932,16,1,393
S97888932,17,1,649
S97888932,18,1,530
S97888932,2,1,387
S97888932,2,1,376
S97888932,4,1,390
S97888932,5,1,375
S97888932,6,1,925
S97888932,7,1,301
S97888932,8,1,572
S97888932,2,1,617
S97888932,4,1,372
S97888932,5,1,359
S97888932,6,1,487
S97888932,7,1,379
S97888932,8,1,384
S97888932,9,1,364
S97888932,10,1,918
S97888932,11,1,414
S97888932,2,1,639
S97888932,3,1,418
S97888932,4,1,399
S97888932,5,1,367
S97888932,6,1,484
S97888932,7,1,385
S97888932,9,1,348
S97888932,10,1,484
S97888932,11,1,441
S97888932,12,1,349
S97888932,13,1,393
S97888932,14,1,388
S97888932,15,1,514
S97888932,16,1,360
S97888932,17,1,425
S97888932,18,1,372
S97888932,19,1,365
S97888932,20,1,383
S97888932,21,1,682
S97888932,22,1,339
S97888932,23,1,403
S97888932,2,1,342
S97888932,3,1,442
S97888932,4,1,651
S97888932,6,0,871
S97888932,7,0,421
S97888932,8,1,372
S97888932,9,1,372
S97888932,10,1,460
S97888932,11,1,503
S97888932,12,1,352
S97888932,13,1,391
S97888932,14,1,708
S97888932,15,1,379
S97888932,16,1,667
S97888932,17,1,484
S97888932,18,1,389
S97888932,19,1,892
S97888932,20,1,799
S97888932,2,1,448
S97888932,3,1,326
S97888932,4,1,403
S97888932,6,1,394
S97888932,7,1,412
S97888932,8,1,400
S97888932,9,1,393
S97888932,10,1,399
S97888932,11,1,354
S97888932,12,1,357
S97888932,13,1,396
S97888932,14,1,712
S97888932,15,1,339
S97888932,16,1,463
S97888932,17,1,375
S97888932,2,1,342
S97888932,2,1,391
S97888932,3,1,441
S97888932,4,1,534
S97888932,5,1,360
S97888932,7,1,410
S97888932,8,1,719
S97888932,9,1,370
S97888932,10,1,406
S97888932,2,1,373
S97888932,4,1,394
S97888932,5,1,404
S97888932,6,1,387
S97888932,7,1,416
S97888932,8,1,393
S97888932,9,1,606
S97888932,10,1,469
S97888932,11,1,1180
S97888932,12,1,341
S97888932,13,1,794
S97888932,14,1,446
S97888932,15,1,401
S97888932,2,1,376
S97888932,4,1,363
S97888932,5,1,376
S97888932,6,1,487
S97888932,7,1,368
S97888932,8,1,655
S97888932,9,1,373
S97888932,2,1,308
S97888932,4,1,331
S97888932,5,1,809
S97888932,6,1,354
S97888932,7,1,670
S97888932,8,1,537
S97888932,9,1,613
S97888932,11,1,448
S97888932,12,1,342
S97888932,13,1,392
S97888932,2,1,283
S97888932,4,1,392
S97888932,5,1,352
S97888932,6,1,374
S97888932,7,1,706
S97888932,8,1,375
S97888932,9,1,387
S97888932,10,1,432
S97888932,11,1,703
S97888932,13,1,335
S97888932,14,1,730
S97888932,15,1,404
S97888932,2,1,350
S97888932,3,1,372
S97888932,5,1,344
S97888932,6,1,343
S97888932,7,1,495
S97888932,8,1,352
S97888932,9,1,389
S97888932,10,1,388
S47684253,2,1,449
S47684253,2,1,418
S47684253,3,1,388
S47684253,4,1,370
S47684253,5,1,394
S47684253,6,1,416
S47684253,7,1,414
S47684253,8,1,300
S47684253,9,1,332
S47684253,10,1,306
S47684253,2,1,294
S47684253,3,1,386
S47684253,6,1,339
S47684253,7,1,325
S47684253,8,1,440
S47684253,9,1,348
S47684253,10,1,348
S47684253,2,1,601
S47684253,3,1,395
S47684253,4,1,391
S47684253,5,1,388
S47684253,7,1,266
S47684253,8,1,312
S47684253,9,1,394
S47684253,10,1,390
S47684253,11,1,362
S47684253,12,1,336
S47684253,13,1,382
S47684253,14,1,318
S47684253,15,1,388
S47684253,2,1,319
S47684253,3,1,384
S47684253,4,1,482
S47684253,5,1,316
S47684253,7,1,270
S47684253,8,1,295
S47684253,9,1,308
S47684253,10,1,299
S47684253,11,1,386
S47684253,12,1,346
S47684253,2,1,371
S47684253,3,1,526
S47684253,4,1,356
S47684253,5,1,350
S47684253,6,1,258
S47684253,7,1,404
S47684253,2,1,322
S47684253,3,1,384
S47684253,4,1,728
S47684253,5,1,354
S47684253,2,1,268
S47684253,3,1,332
S47684253,4,1,356
S47684253,5,1,372
S47684253,7,1,297
S47684253,8,1,388
S47684253,9,1,322
S47684253,2,1,392
S47684253,3,1,362
S47684253,5,1,332
S47684253,6,1,362
S47684253,7,1,382
S47684253,8,1,397
S47684253,2,1,291
S47684253,3,1,287
S47684253,4,1,331
S47684253,5,1,364
S47684253,7,1,331
S47684253,8,1,294
S47684253,9,1,300
S47684253,10,1,321
S47684253,11,1,332
S47684253,12,1,299
S47684253,13,1,349
S47684253,2,1,358
S47684253,2,1,396
S47684253,4,1,255
S47684253,5,1,328
S47684253,6,1,316
S47684253,7,1,297
S47684253,8,1,367
S47684253,9,1,347
S47684253,10,1,283
S47684253,11,1,316
S47684253,2,1,295
S47684253,4,1,281
S47684253,5,1,311
S47684253,6,1,302
S47684253,7,1,333
S47684253,8,1,313
S47684253,2,1,276
S47684253,4,1,338
S47684253,5,1,447
S47684253,6,1,307
S47684253,7,1,277
S47684253,8,1,291
S47684253,9,1,307
S47684253,2,1,255
S47684253,3,1,279
S47684253,4,1,273
S47684253,5,1,292
S47684253,6,1,308
S47684253,7,1,298
S47684253,8,1,472
S47684253,9,1,319
S47684253,10,1,343
S47684253,2,1,268
S47684253,2,1,273
S47684253,3,1,322
S47684253,4,1,311
S47684253,5,1,314
S47684253,6,1,285
S47684253,7,1,304
S47684253,8,1,316
S47684253,9,1,330
S47684253,10,1,285
S47684253,2,1,277
S47684253,3,1,300
S47684253,4,1,310
S47684253,5,1,353
S47684253,6,1,295
S47684253,7,1,301
S47684253,8,1,287
S47684253,9,1,370
S47684253,2,1,307
S47684253,3,1,265
S47684253,4,1,407
S47684253,5,1,384
S47684253,7,1,324
S47684253,8,1,394
S47684253,9,1,348
S47684253,10,1,344
S47684253,2,1,319
S47684253,3,1,442
S47684253,4,1,286
S47684253,5,1,333
S47684253,6,1,296
S47684253,7,1,413
S47684253,8,1,279
S47684253,9,1,317
S47684253,2,1,242
S47684253,3,1,332
S47684253,4,1,336
S47684253,5,1,290
S47684253,2,1,279
S47684253,3,1,311
S47684253,4,1,273
S47684253,5,1,371
S47684253,6,1,298
S47684253,7,1,337
S47684253,9,1,284
S47684253,10,1,349
S47684253,11,1,296
S47684253,12,1,284
S47684253,13,1,367
S47684253,2,1,257
S47684253,4,1,284
S47684253,5,1,385
S47684253,6,1,358
S47684253,7,1,324
S47684253,2,1,395
S47684253,4,1,286
S47684253,5,1,292
S47684253,6,1,402
S47684253,7,1,322
S47684253,2,1,299
S47684253,3,1,342
S47684253,5,1,288
S47684253,6,1,302
S47684253,7,1,321
S47684253,8,1,334
S47684253,9,1,337
S47684253,10,1,287
S47684253,2,1,273
S47684253,4,1,270
S47684253,5,1,326
S47684253,6,1,327
S47684253,7,1,271
S47684253,8,1,321
S47684253,9,1,268
S47684253,10,1,350
S47684253,11,1,334
S47684253,12,1,305
S47684253,13,1,287
S47684253,14,1,320
S47684253,15,1,325
S47684253,2,1,269
S47684253,3,1,293
S47684253,4,1,311
S47684253,5,1,322
S47684253,2,1,322
S47684253,3,1,282
S47684253,4,1,230
S47684253,5,1,263
S47684253,7,1,333
S47684253,8,1,1083
S47684253,9,1,270
S47684253,10,1,332
S47684253,11,1,284
S47684253,12,1,314
S47684253,13,1,252
S47684253,14,1,334
S47684253,15,1,308
S47684253,2,1,521
S47684253,3,1,262
S47684253,4,1,268
S47684253,5,1,335
S47684253,6,1,299
S47684253,7,1,341
S47684253,2,1,270
S47684253,3,1,348
S47684253,4,1,316
S47684253,5,1,331
S47684253,6,1,435
S47684253,7,1,293
S47684253,8,1,260
S47684253,9,1,311
S47684253,11,1,311
S47684253,12,1,296
S47684253,13,1,770
S47684253,14,1,312
S47684253,15,1,316
S47684253,16,1,316
S47684253,17,1,316
S47684253,18,1,373
S47684253,19,1,291
S47684253,20,1,353
S47684253,21,1,327
S47684253,22,1,333
S47684253,23,1,294
S47684253,24,1,322
S47684253,25,1,337
S47684253,2,1,320
S47684253,3,1,292
S47684253,4,1,304
S47684253,5,1,246
S47684253,6,1,248
S47684253,7,1,326
S47684253,2,1,292
S47684253,3,1,298
S47684253,4,1,308
S47684253,5,1,312
S47684253,6,1,272
S47684253,7,1,286
S47684253,8,1,394
S47684253,9,1,370
S47684253,2,1,278
S47684253,3,1,298
S47684253,4,1,274
S47684253,5,1,274
S47684253,6,1,328
S47684253,7,1,380
S47684253,9,1,760
S47684253,10,1,256
S47684253,11,1,318
S47684253,2,1,272
S47684253,3,1,236
S47684253,4,1,266
S47684253,5,1,312
S47684253,2,1,262
S47684253,3,1,264
S47684253,4,1,314
S47684253,6,1,422
S47684253,7,1,262
S47684253,8,1,356
S47684253,9,1,298
S47684253,10,1,264
S47684253,11,1,320
S47684253,13,1,304
S47684253,14,1,290
S47684253,15,1,262
S47684253,2,1,302
S47684253,3,1,492
S47684253,4,1,294
S47684253,5,1,306
S47684253,7,1,288
S47684253,8,1,258
S47684253,9,1,278
S47684253,10,1,848
S47684253,11,1,250
S47684253,12,1,272
S47684253,13,1,272
S47684253,14,1,294
S47684253,15,1,476
S47684253,2,1,319
S47684253,3,1,301
S47684253,2,1,330
S47684253,3,1,296
S47684253,4,1,304
S47684253,5,1,254
S47684253,6,1,288
S47684253,7,1,304
S47684253,9,1,298
S47684253,10,1,266
S47684253,11,1,322
S47684253,2,1,362
S47684253,3,1,308
S47684253,4,1,306
S47684253,2,1,287
S47684253,3,1,317
S47684253,4,1,286
S47684253,5,1,282
S47684253,6,1,298
S47684253,7,1,318
S47684253,8,1,292
S47684253,9,1,274
S47684253,10,1,298
S47684253,11,1,337
S89474632,2,1,532
S89474632,4,1,352
S89474632,5,1,500
S89474632,6,1,374
S89474632,7,1,446
S89474632,8,1,884
S89474632,9,1,398
S89474632,2,1,374
S89474632,4,1,320
S89474632,5,1,484
S89474632,6,1,344
S89474632,7,1,460
S89474632,8,1,384
S89474632,9,1,422
S89474632,10,1,390
S89474632,11,1,742
S89474632,12,1,312
S89474632,13,1,430
S89474632,14,1,384
S89474632,2,1,358
S89474632,3,1,398
S89474632,2,1,454
S89474632,3,1,319
S89474632,4,1,328
S89474632,5,1,554
S89474632,2,1,327
S89474632,4,1,344
S89474632,5,1,382
S89474632,6,1,368
S89474632,7,1,358
S89474632,8,1,306
S89474632,9,1,328
S89474632,2,1,360
S89474632,3,1,353
S89474632,4,1,327
S89474632,5,1,304
S89474632,6,1,336
S89474632,7,1,344
S89474632,9,1,282
S89474632,10,1,344
S89474632,11,1,406
S89474632,2,1,304
S89474632,3,1,336
S89474632,4,1,414
S89474632,2,1,382
S89474632,3,1,320
S89474632,4,1,322
S89474632,5,1,321
S89474632,6,1,374
S89474632,7,1,399
S89474632,2,1,328
S89474632,3,1,306
S89474632,4,1,336
S89474632,5,1,358
S89474632,6,1,328
S89474632,7,1,298
S89474632,8,1,296
S89474632,9,1,1024
S89474632,10,1,414
S89474632,2,1,330
S89474632,3,1,312
S89474632,4,1,304
S89474632,5,1,306
S89474632,6,1,304
S89474632,7,1,336
S89474632,8,1,328
S89474632,9,1,382
S89474632,2,1,330
S89474632,3,1,350
S89474632,4,1,306
S89474632,5,1,321
S89474632,6,1,413
S89474632,7,1,374
S89474632,9,1,374
S89474632,10,1,344
S89474632,11,1,312
S89474632,2,1,365
S89474632,3,1,344
S89474632,4,1,290
S89474632,5,1,329
S89474632,2,1,422
S89474632,3,1,344
S89474632,4,1,390
S89474632,5,1,298
S89474632,6,1,368
S89474632,7,1,367
S89474632,9,1,336
S89474632,10,1,384
S89474632,11,1,344
S89474632,12,1,468
S89474632,13,1,336
S89474632,14,1,360
S89474632,15,1,350
S89474632,16,1,329
S89474632,17,1,351
S89474632,18,1,406
S89474632,19,1,384
S89474632,20,1,382
S89474632,21,1,696
S89474632,22,1,336
S89474632,23,1,358
S89474632,2,1,327
S89474632,3,1,374
S89474632,4,1,368
S89474632,5,1,866
S89474632,6,1,330
S89474632,7,1,366
S89474632,8,1,516
S89474632,2,1,288
S89474632,3,1,361
S89474632,2,1,328
S89474632,3,1,352
S89474632,6,1,382
S89474632,7,1,890
S89474632,8,1,322
S89474632,9,1,320
S89474632,10,1,336
S89474632,2,1,273
S89474632,3,1,328
S89474632,4,1,297
S89474632,5,1,375
S89474632,7,1,374
S89474632,8,1,663
S89474632,9,1,329
S89474632,10,1,328
S89474632,11,1,320
S89474632,12,1,743
S89474632,13,1,415
S89474632,2,1,319
S89474632,4,1,336
S89474632,5,1,344
S89474632,6,1,368
S89474632,7,1,374
S89474632,8,1,351
S89474632,9,1,321
S89474632,10,1,384
S89474632,11,1,303
S89474632,12,1,391
S89474632,13,1,335
S89474632,14,1,291
S89474632,15,1,343
S89474632,2,1,304
S89474632,3,1,368
S89474632,5,1,349
S89474632,6,1,314
S89474632,7,1,656
S89474632,8,1,352
S89474632,2,1,307
S89474632,3,1,312
S89474632,4,1,319
S89474632,5,1,328
S89474632,6,1,312
S89474632,7,1,330
S89474632,2,1,314
S89474632,3,1,344
S89474632,4,1,319
S89474632,5,1,351
S89474632,2,1,335
S89474632,3,1,374
S89474632,2,1,303
S89474632,3,1,360
S89474632,5,1,335
S89474632,6,1,313
S89474632,7,1,312
S89474632,8,1,367
S89474632,2,1,312
S89474632,3,1,331
S89474632,4,1,608
S89474632,5,1,336
S89474632,6,1,351
S89474632,7,1,368
S89474632,9,1,385
S89474632,10,1,366
S89474632,11,1,384
S89474632,2,1,320
S89474632,3,1,343
S89474632,4,1,352
S89474632,5,1,374
S89474632,7,1,398
S89474632,8,1,327
S89474632,9,1,368
S89474632,10,1,350
S89474632,11,1,307
S89474632,12,1,406
S89474632,13,1,368
S89474632,14,1,336
S89474632,15,1,334
S89474632,2,1,314
S89474632,3,1,376
S89474632,4,1,374
S89474632,5,1,336
S89474632,6,1,320
S89474632,7,1,320
S89474632,8,1,336
S89474632,9,1,322
S89474632,10,1,366
S89474632,12,1,360
S89474632,13,1,600
S89474632,14,1,360
S89474632,15,1,360
S89474632,16,1,328
S89474632,17,1,444
S89474632,18,1,344
S89474632,19,1,422
S89474632,20,1,360
S89474632,21,1,352
S89474632,22,1,554
S89474632,2,1,296
S89474632,3,1,470
S89474632,5,1,376
S89474632,6,1,438
S89474632,7,1,352
S89474632,8,1,342
S89474632,9,1,344
S89474632,10,1,336
S89474632,11,1,766
S89474632,2,1,421
S89474632,4,1,384
S89474632,5,1,312
S89474632,6,1,328
S89474632,7,1,382
S89474632,8,1,354
S89474632,9,1,326
S89474632,10,1,327
S89474632,11,1,355
S89474632,2,1,289
S89474632,3,1,338
S89474632,4,1,352
S89474632,6,1,336
S89474632,7,1,382
S89474632,8,1,298
S89474632,9,1,312
S89474632,10,1,327
S89474632,11,1,422
S89474632,12,1,353
S89474632,13,1,304
S89474632,14,1,367
S89474632,15,1,281
S89474632,16,1,336
S89474632,17,1,351
S89474632,2,1,314
S89474632,3,1,365
S89474632,4,1,307
S89474632,5,1,381
S89474632,7,1,352
S89474632,8,1,413
S89474632,9,1,304
S89474632,10,1,320
S89474632,11,1,369
S89474632,12,1,336
S89474632,13,1,304
S89474632,14,1,306
S89474632,15,1,413
S89474632,2,1,323
S89474632,3,1,325
S89474632,2,1,303
S89474632,3,1,352
S89474632,4,1,304
S89474632,5,1,314
S89474632,2,1,288
S89474632,2,1,468
S89474632,3,1,303
S89474632,4,1,336
S89474632,6,1,314
S89474632,7,1,390
S89474632,8,1,296
S89474632,9,1,313
S89474632,10,1,319
S89474632,11,1,313
S89474632,12,1,342
S89474632,13,1,376
S89474632,14,1,796
S89474632,15,1,322
S89474632,16,1,374
S89474632,17,1,305
S89474632,18,1,335
S89474632,2,1,335
S89474632,4,1,312
S89474632,5,1,470
S89474632,6,1,336
S89474632,7,1,327
S89474632,8,1,329
S89474632,2,1,335
S89474632,3,1,353
S89474632,4,1,358
S89474632,5,1,273
S89474632,6,1,320
S89474632,7,1,446
S89474632,2,1,321
S89474632,4,1,726
S89474632,5,1,311
S89474632,6,1,329
S89474632,7,1,343
S89474632,8,1,353
S89474632,9,1,288
S89474632,10,1,327
S89474632,11,1,325
S89474632,12,1,333
S89474632,13,1,358
S89474632,14,1,306
S89474632,15,1,452
S89474632,2,1,298
S89474632,3,1,335
S89474632,5,1,384
S89474632,6,1,349
S89474632,7,1,338
S89474632,8,1,328
S89474632,9,1,351
S89474632,10,1,359
S89474632,2,1,343
S89474632,4,1,326
S89474632,5,1,351
S89474632,6,1,406
S89474632,7,1,376
S89474632,8,1,1436
S89474632,9,1,290
S89474632,2,1,336
S53150339,2,1,513
S53150339,3,1,479
S53150339,4,1,457
S53150339,5,1,464
S53150339,6,1,456
S53150339,7,1,424
S53150339,8,1,383
S53150339,9,1,448
S53150339,10,1,441
S53150339,11,1,487
S53150339,2,1,489
S53150339,3,1,448
S53150339,4,1,495
S53150339,2,1,503
S53150339,3,1,489
S53150339,4,1,487
S53150339,5,1,528
S53150339,7,1,608
S53150339,8,1,968
S53150339,9,1,536
S53150339,11,1,439
S53150339,12,1,441
S53150339,13,1,496
S53150339,14,1,519
S53150339,15,1,856
S53150339,16,1,657
S53150339,2,1,1727
S53150339,3,1,457
S53150339,4,1,408
S53150339,5,1,416
S53150339,6,1,480
S53150339,7,1,535
S53150339,2,1,447
S53150339,3,1,457
S53150339,4,1,535
S53150339,6,1,472
S53150339,7,1,750
S53150339,8,1,721
S53150339,9,1,736
S53150339,10,1,480
S53150339,11,1,592
S53150339,13,1,440
S53150339,14,1,448
S53150339,15,1,568
S53150339,2,1,1087
S53150339,3,1,584
S53150339,4,1,441
S53150339,5,1,543
S53150339,6,1,881
S53150339,7,1,439
S53150339,2,1,1159
S53150339,3,1,433
S53150339,4,1,432
S53150339,5,1,440
S53150339,6,1,408
S53150339,7,1,471
S53150339,2,1,399
S53150339,3,1,353
S53150339,4,1,344
S53150339,5,1,471
S53150339,7,1,407
S53150339,8,1,433
S53150339,9,1,456
S53150339,10,1,400
S53150339,11,1,447
S53150339,12,1,409
S53150339,2,1,367
S53150339,3,1,409
S53150339,4,1,416
S53150339,5,1,408
S53150339,6,1,431
S53150339,7,1,473
S53150339,8,1,400
S53150339,9,1,440
S53150339,10,1,511
S53150339,12,0,905
S53150339,13,0,415
S53150339,14,1,425
S53150339,15,1,416
S53150339,16,1,448
S53150339,17,1,431
S53150339,18,1,488
S53150339,19,1,456
S53150339,20,1,400
S53150339,21,1,497
S53150339,22,1,543
S53150339,23,1,584
S53150339,24,1,480
S53150339,2,1,464
S53150339,3,1,471
S53150339,2,1,416
S53150339,3,1,385
S53150339,4,1,368
S53150339,5,1,455
S53150339,7,1,1208
S53150339,8,1,463
S53150339,9,1,488
S53150339,10,1,433
S53150339,11,1,439
S53150339,12,1,1161
S53150339,13,1,511
S53150339,2,1,367
S53150339,3,1,480
S53150339,4,1,560
S53150339,5,1,448
S53150339,7,1,433
S53150339,8,1,423
S53150339,9,1,352
S53150339,10,1,416
S53150339,11,1,463
S53150339,12,1,474
S53150339,13,1,351
S53150339,14,1,400
S53150339,15,1,465
S53150339,2,1,398
S53150339,4,1,440
S53150339,5,1,400
S53150339,6,1,455
S53150339,7,1,449
S53150339,8,1,391
S53150339,9,1,449
S53150339,2,1,2481
S53150339,3,0,470
S53150339,4,0,497
S53150339,6,1,424
S53150339,7,1,416
S53150339,8,1,416
S53150339,9,1,511
S53150339,11,1,400
S53150339,12,1,368
S53150339,13,1,424
S53150339,14,1,368
S53150339,2,1,464
S53150339,2,1,1008
S53150339,4,1,421
S53150339,5,1,379
S53150339,6,1,392
S53150339,7,1,376
S53150339,8,1,416
S53150339,9,1,408
S53150339,10,1,368
S53150339,11,1,368
S53150339,12,1,384
S53150339,13,1,368
S53150339,14,1,399
S53150339,2,1,401
S53150339,4,1,464
S53150339,5,1,2183
S53150339,6,1,458
S53150339,7,1,415
S53150339,8,1,368
S53150339,9,1,440
S53150339,11,1,392
S53150339,12,1,408
S53150339,13,1,416
S53150339,2,1,415
S53150339,3,1,480
S53150339,4,1,392
S53150339,5,1,1816
S53150339,7,1,425
S53150339,8,1,408
S53150339,9,1,424
S53150339,10,1,408
S53150339,2,1,1833
S53150339,3,1,392
S53150339,4,1,399
S53150339,5,1,439
S53150339,6,1,409
S53150339,7,1,400
S53150339,8,1,409
S53150339,9,1,431
S53150339,10,1,401
S53150339,2,1,432
S53150339,4,1,360
S53150339,5,1,440
S53150339,6,1,401
S53150339,7,1,415
S53150339,8,1,417
S53150339,9,1,367
S53150339,2,1,447
S53150339,4,1,504
S53150339,5,1,408
S53150339,6,1,392
S53150339,7,1,415
S53150339,8,1,417
S53150339,9,1,480
S53150339,10,1,512
S53150339,12,1,360
S53150339,13,1,408
S53150339,14,1,400
S53150339,15,1,416
S53150339,2,1,408
S53150339,4,1,448
S53150339,5,1,408
S53150339,6,1,432
S53150339,7,1,400
S53150339,8,1,439
S53150339,9,1,433
S53150339,11,1,456
S53150339,12,1,440
S53150339,13,1,496
S53150339,2,1,399
S53150339,3,1,361
S53150339,4,1,423
S53150339,5,1,423
S53150339,6,1,353
S53150339,7,1,423
S53150339,2,1,382
S53150339,3,1,370
S53150339,4,1,414
S53150339,5,1,441
S53150339,2,1,424
S53150339,3,1,472
S53150339,4,1,400
S53150339,5,1,408
S53150339,2,1,366
S53150339,3,1,360
S53150339,4,1,400
S53150339,6,1,440
S53150339,7,1,392
S53150339,8,1,400
S53150339,9,1,392
S53150339,10,1,368
S53150339,11,1,360
S53150339,12,1,431
S53150339,13,1,488
S53150339,14,1,433
S53150339,15,1,456
S53150339,16,1,512
S53150339,17,1,392
S53150339,18,1,504
S53150339,2,1,462
S53150339,3,1,385
S53150339,4,1,432
S53150339,5,1,400
S53150339,6,1,456
S53150339,7,1,440
S53150339,2,1,408
S53150339,3,1,433
S53150339,4,1,406
S53150339,5,1,401
S53150339,6,1,431
S53150339,7,1,457
S53150339,8,1,424
S53150339,9,1,471
S53150339,2,1,416
S53150339,3,1,385
S53150339,4,1,391
S53150339,5,1,424
S53150339,6,1,376
S53150339,7,1,392
S53150339,8,1,432
S53150339,9,1,479
S53150339,2,1,384
S53150339,3,1,408
S53150339,4,1,393
S53150339,5,1,438
S53150339,6,1,529
S53150339,7,1,455
S53150339,9,1,496
S53150339,10,1,432
S53150339,11,1,392
S53150339,2,1,408
S53150339,3,1,392
S53150339,2,1,353
S53150339,3,1,328
S53150339,4,1,375
S53150339,2,1,377
S53150339,3,1,422
S53150339,2,1,473
S53150339,3,1,360
S53150339,4,1,376
S53150339,5,1,384
S53150339,6,1,440
S53150339,7,1,392
S53150339,8,1,407
S53150339,9,1,433
S53150339,2,1,392
S53150339,3,1,344
S53150339,4,1,376
S53150339,5,1,368
S53150339,6,1,447
S53150339,7,1,481
S53150339,2,1,368
S53150339,3,1,367
S53150339,4,1,377
S53150339,5,1,361
S53150339,6,1,391
S53150339,7,1,367
S53150339,8,1,400
S53150339,9,1,368
S53150339,10,1,425
S53150339,11,1,439
S53150339,2,1,337
S53150339,3,1,383
S53150339,4,1,384
S53150339,5,1,409
S53150339,7,1,392
S53150339,8,1,360
S53150339,9,1,376
S53150339,10,1,416
S53150339,11,1,439
S53150339,12,1,417
S53150339,13,1,383
S53150339,14,1,537
S53150339,15,1,448
S53150339,2,1,369
S53150339,3,1,400
S53150339,5,0,408
S53150339,6,0,328
S53150339,7,0,337
S53150339,8,0,359
S53150339,9,0,368
S53150339,10,0,383
S53150339,11,0,352
S53150339,12,0,425
S53150339,13,0,400
S53150339,14,0,408
S53150339,2,1,377
S53150339,3,1,400
S53150339,4,1,352
S53150339,5,1,375
S53150339,2,1,591
S53150339,3,1,384
S53150339,5,1,375
S53150339,6,1,377
S53150339,7,1,368
S53150339,8,1,336
S44310801,2,1,491
S44310801,3,1,344
S44310801,5,0,267
S44310801,6,0,361
S44310801,7,0,327
S44310801,8,0,252
S44310801,9,0,304
S44310801,10,0,295
S44310801,11,1,329
S44310801,12,1,423
S44310801,13,1,346
S44310801,14,1,673
S44310801,2,1,297
S44310801,4,1,248
S44310801,5,1,273
S44310801,6,1,309
S44310801,7,1,324
S44310801,8,1,423
S44310801,2,1,288
S44310801,3,1,338
S44310801,4,1,322
S44310801,5,1,383
S44310801,6,1,339
S44310801,7,1,316
S44310801,8,1,331
S44310801,9,1,326
S44310801,2,1,643
S44310801,3,1,313
S44310801,4,1,257
S44310801,5,1,270
S44310801,7,0,1248
S44310801,8,0,1117
S44310801,9,1,504
S44310801,10,1,325
S44310801,11,1,355
S44310801,12,1,591
S44310801,13,1,372
S44310801,14,1,354
S44310801,15,1,464
S44310801,16,1,306
S44310801,17,1,306
S44310801,2,1,579
S44310801,4,1,349
S44310801,5,1,312
S44310801,6,1,298
