subject	world	trialNo	steps	path	times
S74735471	hard_two_loops_0	20	378	p(9,7)p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,2);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	1556;378;399;1720;373;361;314;410;316;516;386;370;391;681;299;357;308;349;307;563;308;379;361;401;570;501;280;574;259;393;
S74735471	hard_hallway_1	21	401	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	2425;370;265;345;394;678;351;472;1281;317;457;357;1240;551;352;423;1347;345;822;1749;337;330;458;
S74735471	hard_hallway_0	22	435	p(14,5)p(13,5);p(12,5);p(11,5);p(10,5);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(7,4);p(7,3);p(7,2);p(7,1);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);p(12,3);	2312;347;381;385;361;368;423;588;438;361;391;423;386;426;496;365;1144;393;290;462;316;333;393;275;408;298;460;314;315;1483;288;441;320;359;
S74735471	hard_two_big_rooms_1	23	446	p(9,3)p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	2521;351;1252;512;289;319;817;1323;332;334;313;
S23156677	easy_spider_2	1	10	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	8433;416;510;548;2124;587;651;578;519;799;
S23156677	easy_spider_1	2	17	p(2,3)p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	2184;439;502;987;720;1058;408;
S23156677	easy_spider_3	3	24	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	2413;453;589;604;862;391;383;
S23156677	easy_large_loop_1	4	31	p(0,4)p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	1166;501;445;981;820;622;861;
S23156677	easy_spider_3_copy	5	40	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	2652;397;480;469;422;471;596;806;511;
S23156677	easy_large_loop_2_copy	6	55	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2944;822;447;476;567;662;580;1098;1310;562;446;486;486;470;845;
S23156677	easy_labyrinth	7	61	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	2739;388;516;485;871;415;
S23156677	easy_large_loop_2	8	82	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	1648;424;440;422;446;1225;1517;470;472;516;1262;470;408;469;710;403;674;502;634;448;455;
S23156677	medium_library	9	91	p(1,3)p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(7,1);p(7,0);	4156;1058;551;452;564;1272;436;1222;368;
S23156677	medium_cathedral	10	128	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(4,8);p(5,8);p(6,8);p(7,8);p(6,8);p(5,8);p(4,8);p(4,7);p(4,6);p(4,5);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,3);p(0,4);p(0,5);p(0,6);p(0,7);	2711;416;2406;429;467;489;1451;408;1222;517;422;425;429;449;469;418;443;549;1279;446;438;2431;524;509;392;361;368;502;697;454;477;636;393;1324;947;430;463;
S23156677	medium_roomG	11	133	p(3,3)p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	2871;728;1355;434;898;
S23156677	medium_library_rotate	12	136	p(2,1)p(2,2);p(2,3);p(3,3);	3784;472;963;
S23156677	medium_roomG_copy	13	155	p(6,3)p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,2);p(11,1);p(12,1);p(13,1);p(14,1);p(13,1);p(12,1);p(11,1);p(11,2);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	2799;391;527;501;674;1497;440;1675;580;470;1277;431;439;440;461;478;481;492;862;
S23156677	medium_cathedral_copy	14	190	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(8,6);p(8,7);p(8,8);p(8,7);p(8,6);p(8,5);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	3430;673;573;697;1614;415;377;516;1535;416;1389;524;462;486;421;465;524;486;478;813;902;401;405;465;508;547;400;549;534;470;712;525;1176;583;522;
S23156677	medium_cubicles	15	201	p(0,0)p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	2422;415;614;1135;541;390;763;1525;630;1002;925;
S23156677	hard_hallway_0	16	211	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	4250;523;446;372;404;934;540;830;392;526;
S23156677	hard_two_big_rooms_1	17	221	p(8,3)p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);	2466;586;619;1262;344;450;804;502;792;462;
S23156677	hard_two_loops_2	18	249	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);	4831;461;446;447;909;408;866;543;528;508;1216;391;572;376;369;337;385;640;431;392;464;423;745;545;841;438;862;525;
S23156677	hard_two_loops_0	19	279	p(9,7)p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,2);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2223;784;634;1132;571;594;401;406;438;857;483;940;502;1286;1745;536;445;440;666;621;467;502;401;501;916;1238;352;581;595;564;
S23156677	hard_hallway_1_rotate	20	288	p(10,4)p(10,3);p(9,3);p(8,3);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	3194;465;562;682;1308;494;422;510;1053;
S23156677	hard_hallway_1	21	311	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	1855;477;407;455;556;2783;400;437;446;456;463;485;446;580;462;486;462;478;572;740;416;412;881;
S23156677	hard_hallway_0_copy	22	343	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(7,6);p(8,6);p(9,6);p(10,6);p(11,6);p(12,6);p(13,6);p(14,6);p(15,6);p(15,5);p(15,4);p(15,3);p(15,2);p(15,1);p(15,0);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);	2389;479;461;455;674;846;422;572;1687;384;548;485;871;554;558;518;822;540;517;446;470;1098;383;503;573;327;536;420;681;479;1434;438;
S23156677	hard_two_big_rooms_0	23	364	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);	3192;432;414;392;387;405;1010;392;519;1001;481;987;423;413;526;494;574;507;635;862;478;
S2336314	easy_large_loop_2_copy	1	31	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2779;368;470;366;430;368;452;540;713;1422;483;454;767;342;937;228;992;288;400;358;352;344;376;468;492;291;623;368;345;545;352;
S2336314	easy_labyrinth	2	37	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	1499;876;352;365;742;344;
S2336314	easy_spider_1	3	44	p(2,3)p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	1777;298;296;893;685;759;321;
S2336314	easy_spider_2	4	66	p(4,5)p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1877;416;467;430;1297;485;304;462;336;476;554;470;1164;274;939;295;336;307;506;352;282;633;
S2336314	easy_large_loop_1	5	89	p(0,4)p(0,5);p(0,6);p(0,7);p(0,8);p(0,7);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(6,3);	1989;360;680;366;478;570;374;470;374;643;413;578;852;320;312;672;368;446;358;398;462;376;374;
S2336314	easy_spider_3	6	108	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	1464;429;960;290;578;382;336;392;406;461;757;336;734;314;1939;373;696;476;344;
S2336314	easy_spider_3_copy	7	117	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	2990;341;368;320;336;532;696;726;328;
S2336314	easy_large_loop_2	8	138	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	2162;453;414;438;382;914;1696;282;672;336;930;296;382;494;350;634;398;311;861;304;321;
S2336314	medium_library	9	149	p(1,3)p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(6,3);p(6,2);p(6,1);p(7,1);p(7,0);	2820;430;499;423;470;952;486;468;382;634;374;
S2336314	medium_library_rotate	10	152	p(2,1)p(2,2);p(2,3);p(3,3);	2022;296;913;
S2336314	medium_cubicles	11	163	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	2289;336;390;594;462;476;414;1110;360;835;705;
S2336314	medium_roomG	12	172	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	1267;478;828;312;586;578;712;468;774;
S2336314	medium_roomG_copy	13	191	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	1118;382;453;735;602;508;476;352;328;343;385;1632;431;335;368;780;610;633;281;
S2336314	medium_cathedral_copy	14	226	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(8,6);p(8,7);p(8,8);p(8,7);p(8,6);p(8,5);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	2931;304;376;374;2016;492;656;360;1470;289;609;304;728;288;577;401;397;407;373;393;530;414;298;664;305;375;351;437;422;438;430;890;290;516;328;
S2336314	medium_cathedral	15	261	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(4,8);p(5,8);p(6,8);p(7,8);p(6,8);p(5,8);p(4,8);p(4,7);p(4,6);p(4,5);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1932;265;1899;610;349;728;1062;508;726;368;468;384;399;373;1080;484;446;390;992;336;320;812;314;352;406;366;376;352;516;477;365;446;312;360;377;
S2336314	hard_hallway_0_copy	16	303	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(6,5);p(6,6);p(7,6);p(8,6);p(9,6);p(10,6);p(11,6);p(12,6);p(13,6);p(14,6);p(15,6);p(15,5);p(15,4);p(15,3);p(15,2);p(15,1);p(15,0);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);	29773;452;329;297;305;311;618;366;634;398;313;343;1196;219;336;327;398;328;344;827;282;407;352;374;454;335;415;319;368;329;398;445;571;335;360;329;631;304;422;344;713;757;
S2336314	hard_two_loops_0	17	323	p(9,7)p(8,7);p(7,7);p(6,7);p(7,7);p(8,7);p(9,7);p(10,7);p(11,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2148;483;295;783;296;313;351;400;413;1829;311;391;462;1532;476;609;415;320;648;438;
S2336314	hard_two_big_rooms_0	18	365	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);p(11,6);p(10,6);p(10,5);p(10,4);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(9,3);p(8,3);p(8,2);p(8,1);p(8,0);p(7,0);p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	3418;454;462;529;321;330;813;412;423;554;422;462;382;307;303;626;342;344;344;508;376;945;305;821;241;352;459;353;328;421;344;970;273;327;344;360;352;586;617;453;353;429;
S2336314	hard_hallway_0	19	375	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	1536;327;367;649;459;775;359;924;343;381;
S2336314	hard_two_big_rooms_1	20	386	p(9,3)p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	3162;429;376;758;328;499;507;963;531;312;461;
S2336314	hard_hallway_1	21	409	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	2386;484;423;357;400;538;353;704;505;462;328;376;446;396;430;344;1640;446;328;390;454;398;500;
S2336314	hard_two_loops_2	22	439	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	7585;392;341;384;601;375;274;382;406;298;460;344;328;422;312;369;389;390;360;407;335;476;328;392;554;344;336;414;382;986;
S2336314	hard_hallway_1_rotate	23	454	p(10,4)p(10,3);p(10,2);p(10,1);p(10,0);p(9,0);p(8,0);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	1071;397;344;374;742;315;343;1304;305;273;422;436;314;374;696;
S15972438	easy_large_loop_2	1	13	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	1998;263;290;286;710;410;728;539;279;329;781;395;339;
S15972438	easy_large_loop_2_copy	2	44	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2346;712;325;895;273;289;298;385;688;345;368;356;788;339;484;935;1041;372;318;329;302;322;298;314;273;719;571;289;555;270;1340;
S15972438	easy_large_loop_1	3	51	p(0,4)p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	2158;700;288;313;868;270;913;
S15972438	easy_spider_1	4	82	p(2,3)p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	1574;296;285;851;559;322;967;570;361;299;301;736;976;302;389;846;349;294;948;271;312;1583;276;275;309;306;364;460;748;1046;270;
S15972438	easy_labyrinth	5	90	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);	1803;278;272;328;318;1009;277;248;
S15972438	easy_spider_3_copy	6	113	p(2,5)p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	1660;273;327;317;274;811;255;721;260;336;302;326;434;364;301;398;370;336;406;1067;414;1043;320;
S15972438	easy_spider_3	7	128	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	1752;282;1116;290;1372;254;272;282;310;305;795;277;942;264;244;
S15972438	easy_spider_2	8	142	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1446;430;289;465;987;252;938;284;287;298;365;474;392;812;
S15972438	medium_roomG_copy	9	159	p(6,3)p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,2);p(11,1);p(12,1);p(13,1);p(12,1);p(11,1);p(11,2);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	1238;1145;340;387;400;782;321;520;588;955;316;294;301;501;342;312;1027;
S15972438	medium_library	10	178	p(1,3)p(2,3);p(3,3);p(2,3);p(1,3);p(1,2);p(1,1);p(1,0);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	2871;263;1750;249;271;381;312;1495;318;315;806;301;333;309;996;1130;261;1248;231;
S15972438	medium_cathedral_copy	11	207	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,3);p(0,4);p(0,5);p(0,6);p(0,7);	1940;298;289;305;279;285;455;397;671;973;1317;697;325;458;393;765;376;308;305;1186;280;317;330;351;338;1069;322;314;353;
S15972438	medium_cubicles	12	218	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	1378;267;1225;505;822;1146;299;859;339;1832;1346;
S15972438	medium_library_rotate	13	229	p(2,1)p(3,1);p(4,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(3,3);	1339;279;278;1000;287;270;282;585;482;924;230;
S15972438	medium_roomG	14	234	p(3,3)p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	1288;289;627;402;624;
S15972438	medium_cathedral	15	259	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,5);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1254;310;355;308;341;488;439;611;833;281;319;318;331;459;459;339;1001;233;301;308;344;348;1185;329;376;
S15972438	hard_hallway_0_copy	16	273	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);	1794;344;355;378;386;379;663;316;310;1195;307;802;1249;243;
S15972438	hard_two_big_rooms_1	17	284	p(9,3)p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	1928;248;253;660;292;287;744;344;895;308;296;
S15972438	hard_hallway_0	18	318	p(14,5)p(13,5);p(12,5);p(11,5);p(10,5);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);p(12,3);	3072;298;291;287;407;1242;290;580;405;314;762;275;650;326;766;477;369;367;558;384;293;307;343;400;349;347;372;369;1247;979;307;420;395;286;
S15972438	hard_two_big_rooms_0	19	360	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);p(11,6);p(10,6);p(10,5);p(10,4);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(9,3);p(8,3);p(8,2);p(8,1);p(8,0);p(7,0);p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	1791;340;350;393;440;352;1117;505;309;648;796;1137;301;291;313;389;430;432;392;285;904;704;316;393;393;417;281;299;292;286;273;829;308;293;319;943;319;504;256;747;350;275;
S15972438	hard_hallway_1_rotate	20	385	p(10,4)p(10,3);p(9,3);p(8,3);p(7,3);p(7,2);p(7,1);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);	2185;328;383;460;901;272;866;1085;332;330;559;317;448;272;1294;217;383;1064;309;364;318;290;383;366;1021;
S15972438	hard_hallway_1	21	424	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,7);p(7,6);p(7,5);p(7,4);p(7,3);p(7,2);p(7,1);p(7,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(1,3);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(3,6);p(2,6);p(1,6);	2210;579;282;271;325;845;316;727;397;1562;252;592;348;352;636;322;339;745;328;775;365;319;334;709;371;351;1215;283;375;493;449;1003;611;272;307;375;296;677;364;
S15972438	hard_two_loops_0	22	444	p(9,7)p(10,7);p(11,7);p(12,7);p(13,7);p(14,7);p(15,7);p(14,7);p(13,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2166;396;323;1353;331;346;2243;407;374;310;310;339;352;318;279;911;302;320;284;243;
S15972438	hard_two_loops_2	23	478	p(10,2)p(11,2);p(12,2);p(13,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(17,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	1638;277;699;767;390;404;1167;298;256;315;594;1164;285;289;922;296;387;395;363;399;351;479;454;510;466;352;369;509;864;286;442;864;245;252;
S8621940	easy_labyrinth	1	8	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(4,2);p(4,1);p(4,0);	1962;379;399;582;320;849;259;341;
S8621940	easy_large_loop_2	2	21	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	3192;439;340;311;933;1067;1858;321;920;250;600;381;439;
S8621940	easy_spider_3	3	36	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3446;288;492;378;1140;210;332;769;679;271;728;282;1163;279;330;
S8621940	easy_spider_3_copy	4	45	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	3166;367;341;630;329;581;429;1132;619;
S8621940	easy_spider_2	5	55	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	3388;379;660;301;776;442;479;327;367;747;
